run_id,M,N,noise,mode,p,p_channel,fidelity_init,fidelity_final,eps_L_init,eps_L_final,purity_init,purity_final,error_reduction_ratio,max_depth,iterations,purification_level,subset_fraction,twirling_enabled,bloch_r_init,bloch_r_final
M1_N2_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,2,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9673650282030616,0.2999999999999999,0.0326349717969378,0.5799999999999995,0.9368601391744978,0.1087832393231262,2,1,2,0.2,True,0.3999999999999999,0.934730056406124
M1_N2_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,2,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9988631799564812,0.2999999999999999,0.0011368200435182,0.5799999999999995,0.9977289446325858,0.0037894001450609,3,1,3,0.2,True,0.3999999999999999,0.9977263599129632
M1_N2_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,2,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9999987046984872,0.2999999999999999,1.2953015126604406e-06,0.5799999999999995,0.99999740940033,4.317671708868136e-06,4,1,4,0.2,True,0.3999999999999999,0.9999974093969743
M1_N2_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,2,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.999999999998322,0.2999999999999999,1.677658012511074e-12,0.5799999999999995,0.9999999999966444,5.592193375036915e-12,5,1,5,0.2,True,0.3999999999999999,0.9999999999966444
M1_N2_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,2,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9999999999999998,0.2999999999999999,1.1102230246251563e-16,0.5799999999999995,1.0,3.700743415417189e-16,6,1,6,0.2,True,0.3999999999999999,1.0
M1_N2_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,2,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9999999999999998,0.2999999999999999,1.1102230246251563e-16,0.5799999999999995,1.0,3.700743415417189e-16,7,1,7,0.2,True,0.3999999999999999,1.0
M1_N2_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,2,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9999999999999998,0.2999999999999999,1.1102230246251563e-16,0.5799999999999995,1.0,3.700743415417189e-16,8,1,8,0.2,True,0.3999999999999999,1.0
M1_N2_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,2,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9999999999999998,0.2999999999999999,1.1102230246251563e-16,0.5799999999999995,1.0,3.700743415417189e-16,9,1,9,0.2,True,0.3999999999999999,1.0
M1_N2_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,2,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9999999999999998,0.2999999999999999,1.1102230246251563e-16,0.5799999999999995,1.0,3.700743415417189e-16,10,1,10,0.2,True,0.3999999999999999,1.0
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,2,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.5999999999999998,0.3999999999999999,0.3999999999999999,0.5199999999999998,0.5199999999999998,1.0,0,1,0,0.2,True,0.1999999999999999,0.1999999999999999
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,2,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.6923076923076922,0.3999999999999999,0.3076923076923076,0.5199999999999998,0.5739644970414202,0.7692307692307692,1,1,1,0.2,True,0.1999999999999999,0.3846153846153846
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,2,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.8350515463917524,0.3999999999999999,0.1649484536082474,0.5199999999999998,0.7245190774790093,0.4123711340206186,2,1,2,0.2,True,0.1999999999999999,0.670103092783505
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,2,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.96244682411618,0.3999999999999999,0.0375531758838197,0.5199999999999998,0.9277141302702824,0.0938829397095495,3,1,3,0.2,True,0.1999999999999999,0.9248936482323602
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,2,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9984798754562998,0.3999999999999999,0.0015201245436998,0.5199999999999998,0.9969643724698568,0.0038003113592496,4,1,4,0.2,True,0.1999999999999999,0.9969597509126
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,2,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9999976821853496,0.3999999999999999,2.3178146502100816e-06,0.5199999999999998,0.999995364381444,5.794536625525206e-06,5,1,5,0.2,True,0.1999999999999999,0.9999953643706994
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,2,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9999999999946276,0.3999999999999999,5.372202682707439e-12,0.5199999999999998,0.9999999999892554,1.3430506706768598e-11,6,1,6,0.2,True,0.1999999999999999,0.9999999999892554
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,2,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9999999999999998,0.3999999999999999,1.1102230246251563e-16,0.5199999999999998,1.0,2.7755575615628923e-16,7,1,7,0.2,True,0.1999999999999999,1.0
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,2,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9999999999999998,0.3999999999999999,1.1102230246251563e-16,0.5199999999999998,1.0,2.7755575615628923e-16,8,1,8,0.2,True,0.1999999999999999,1.0
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,2,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9999999999999998,0.3999999999999999,1.1102230246251563e-16,0.5199999999999998,1.0,2.7755575615628923e-16,9,1,9,0.2,True,0.1999999999999999,1.0
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,2,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9999999999999998,0.3999999999999999,1.1102230246251563e-16,0.5199999999999998,1.0,2.7755575615628923e-16,10,1,10,0.2,True,0.1999999999999999,1.0
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,2,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.4999999999999998,1.0,0,1,0,0.2,True,0.0,0.0
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,2,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.5,1.0,1,1,1,0.2,True,0.0,0.0
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,2,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.5,1.0,2,1,2,0.2,True,0.0,0.0
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,2,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.5,1.0,3,1,3,0.2,True,0.0,0.0
