run_id,M,N,noise,mode,p,p_channel,fidelity_init,fidelity_final,eps_L_init,eps_L_final,purity_init,purity_final,error_reduction_ratio,max_depth,iterations,purification_level,subset_fraction,twirling_enabled,bloch_r_init,bloch_r_final
M1_N8_dephase_z_iid_p_p0.90000_twirl_sub0.20,1,8,dephase_z,iid_p,0.9,0.9,0.0999999999999999,0.0001532244542381,0.8999999999999997,0.9998467755457616,0.8199999999999992,0.9996935980469904,1.1109408617175134,6,3,2,0.2,True,0.7999999999999996,0.9996935510915236
M1_N8_dephase_z_iid_p_p0.90000_twirl_sub0.20,1,8,dephase_z,iid_p,0.9,0.9,0.0999999999999999,2.3230611024596186e-08,0.8999999999999997,0.9999999767693888,0.8199999999999992,0.9999999535387792,1.1111110852993211,9,3,3,0.2,True,0.7999999999999996,0.999999953538778
M1_N8_dephase_z_iid_p_p0.90000_twirl_sub0.20,1,8,dephase_z,iid_p,0.9,0.9,0.0999999999999999,4.710277376051325e-16,0.8999999999999997,0.9999999999999994,0.8199999999999992,0.9999999999999992,1.111111111111111,12,3,4,0.2,True,0.7999999999999996,0.9999999999999992
M1_N8_dephase_z_iid_p_p0.90000_twirl_sub0.20,1,8,dephase_z,iid_p,0.9,0.9,0.0999999999999999,0.0,0.8999999999999997,1.0,0.8199999999999992,1.0,1.1111111111111114,15,3,5,0.2,True,0.7999999999999996,1.0
M1_N8_dephase_z_iid_p_p0.90000_twirl_sub0.20,1,8,dephase_z,iid_p,0.9,0.9,0.0999999999999999,0.0,0.8999999999999997,1.0,0.8199999999999992,1.0,1.1111111111111114,18,3,6,0.2,True,0.7999999999999996,1.0
M1_N8_dephase_z_iid_p_p0.90000_twirl_sub0.20,1,8,dephase_z,iid_p,0.9,0.9,0.0999999999999999,0.0,0.8999999999999997,1.0,0.8199999999999992,1.0,1.1111111111111114,21,3,7,0.2,True,0.7999999999999996,1.0
M1_N8_dephase_z_iid_p_p0.90000_twirl_sub0.20,1,8,dephase_z,iid_p,0.9,0.9,0.0999999999999999,0.0,0.8999999999999997,1.0,0.8199999999999992,1.0,1.1111111111111114,24,3,8,0.2,True,0.7999999999999996,1.0
M1_N8_dephase_z_iid_p_p0.90000_twirl_sub0.20,1,8,dephase_z,iid_p,0.9,0.9,0.0999999999999999,0.0,0.8999999999999997,1.0,0.8199999999999992,1.0,1.1111111111111114,27,3,9,0.2,True,0.7999999999999996,1.0
M1_N8_dephase_z_iid_p_p0.90000_twirl_sub0.20,1,8,dephase_z,iid_p,0.9,0.9,0.0999999999999999,0.0,0.8999999999999997,1.0,0.8199999999999992,1.0,1.1111111111111114,30,3,10,0.2,True,0.7999999999999996,1.0
M1_N16_dephase_z_iid_p_p0.01000_twirl_sub0.20,1,16,dephase_z,iid_p,0.01,0.01,0.9899999999999994,0.961184079999999,0.0100000000000001,0.0388159200000002,0.9801999999999992,0.9253815112908912,3.881591999999976,0,4,0,0.2,True,0.9799999999999996,0.9223681599999992
M1_N16_dephase_z_iid_p_p0.01000_twirl_sub0.20,1,16,dephase_z,iid_p,0.01,0.01,0.9899999999999994,0.9998958658920856,0.0100000000000001,0.0001041341079141,0.9801999999999992,0.9997917534719964,0.0104134107914098,4,4,1,0.2,True,0.9799999999999996,0.9997917317841716
M1_N16_dephase_z_iid_p_p0.01000_twirl_sub0.20,1,16,dephase_z,iid_p,0.01,0.01,0.9899999999999994,0.9999999895897532,0.0100000000000001,1.0410246276126855e-08,0.9801999999999992,0.9999999791795072,1.041024627612673e-06,8,4,2,0.2,True,0.9799999999999996,0.9999999791795072
M1_N16_dephase_z_iid_p_p0.01000_twirl_sub0.20,1,16,dephase_z,iid_p,0.01,0.01,0.9899999999999994,0.9999999999999996,0.0100000000000001,5.551115123125783e-17,0.9801999999999992,0.9999999999999996,5.551115123125717e-15,12,4,3,0.2,True,0.9799999999999996,0.9999999999999996
M1_N16_dephase_z_iid_p_p0.01000_twirl_sub0.20,1,16,dephase_z,iid_p,0.01,0.01,0.9899999999999994,0.9999999999999998,0.0100000000000001,1.1102230246251563e-16,0.9801999999999992,1.0,1.1102230246251431e-14,16,4,4,0.2,True,0.9799999999999996,1.0
M1_N16_dephase_z_iid_p_p0.01000_twirl_sub0.20,1,16,dephase_z,iid_p,0.01,0.01,0.9899999999999994,0.9999999999999998,0.0100000000000001,1.1102230246251563e-16,0.9801999999999992,1.0,1.1102230246251431e-14,20,4,5,0.2,True,0.9799999999999996,1.0
M1_N16_dephase_z_iid_p_p0.01000_twirl_sub0.20,1,16,dephase_z,iid_p,0.01,0.01,0.9899999999999994,0.9999999999999998,0.0100000000000001,1.1102230246251563e-16,0.9801999999999992,1.0,1.1102230246251431e-14,24,4,6,0.2,True,0.9799999999999996,1.0
M1_N16_dephase_z_iid_p_p0.01000_twirl_sub0.20,1,16,dephase_z,iid_p,0.01,0.01,0.9899999999999994,0.9999999999999998,0.0100000000000001,1.1102230246251563e-16,0.9801999999999992,1.0,1.1102230246251431e-14,28,4,7,0.2,True,0.9799999999999996,1.0
M1_N16_dephase_z_iid_p_p0.01000_twirl_sub0.20,1,16,dephase_z,iid_p,0.01,0.01,0.9899999999999994,0.9999999999999998,0.0100000000000001,1.1102230246251563e-16,0.9801999999999992,1.0,1.1102230246251431e-14,32,4,8,0.2,True,0.9799999999999996,1.0
M1_N16_dephase_z_iid_p_p0.01000_twirl_sub0.20,1,16,dephase_z,iid_p,0.01,0.01,0.9899999999999994,0.9999999999999998,0.0100000000000001,1.1102230246251563e-16,0.9801999999999992,1.0,1.1102230246251431e-14,36,4,9,0.2,True,0.9799999999999996,1.0
M1_N16_dephase_z_iid_p_p0.01000_twirl_sub0.20,1,16,dephase_z,iid_p,0.01,0.01,0.9899999999999994,0.9999999999999998,0.0100000000000001,1.1102230246251563e-16,0.9801999999999992,1.0,1.1102230246251431e-14,40,4,10,0.2,True,0.9799999999999996,1.0
M1_N16_dephase_z_iid_p_p0.10000_twirl_sub0.20,1,16,dephase_z,iid_p,0.1,0.1,0.8999999999999994,0.7047999999999991,0.1,0.2952000000000002,0.8199999999999992,0.5838860799999986,2.951999999999999,0,4,0,0.2,True,0.7999999999999996,0.4095999999999994
M1_N16_dephase_z_iid_p_p0.10000_twirl_sub0.20,1,16,dephase_z,iid_p,0.1,0.1,0.8999999999999994,0.9841791723038188,0.1,0.0158208276961808,0.8199999999999992,0.9688589417856226,0.158208276961808,4,4,1,0.2,True,0.7999999999999996,0.968358344607638
M1_N16_dephase_z_iid_p_p0.10000_twirl_sub0.20,1,16,dephase_z,iid_p,0.1,0.1,0.8999999999999994,0.9998467755212656,0.1,0.0001532244787341,0.8199999999999992,0.9996935979980132,0.0015322447873411,8,4,2,0.2,True,0.7999999999999996,0.9996935510425315
M1_N16_dephase_z_iid_p_p0.10000_twirl_sub0.20,1,16,dephase_z,iid_p,0.1,0.1,0.8999999999999994,0.9999999767693888,0.1,2.3230610879387825e-08,0.8199999999999992,0.9999999535387792,2.323061087938781e-07,12,4,3,0.2,True,0.7999999999999996,0.999999953538778
M1_N16_dephase_z_iid_p_p0.10000_twirl_sub0.20,1,16,dephase_z,iid_p,0.1,0.1,0.8999999999999994,0.9999999999999992,0.1,3.3306690738754696e-16,0.8199999999999992,0.9999999999999992,3.330669073875467e-15,16,4,4,0.2,True,0.7999999999999996,0.9999999999999992
M1_N16_dephase_z_iid_p_p0.10000_twirl_sub0.20,1,16,dephase_z,iid_p,0.1,0.1,0.8999999999999994,0.9999999999999998,0.1,1.1102230246251563e-16,0.8199999999999992,1.0,1.1102230246251556e-15,20,4,5,0.2,True,0.7999999999999996,1.0
M1_N16_dephase_z_iid_p_p0.10000_twirl_sub0.20,1,16,dephase_z,iid_p,0.1,0.1,0.8999999999999994,0.9999999999999998,0.1,1.1102230246251563e-16,0.8199999999999992,1.0,1.1102230246251556e-15,24,4,6,0.2,True,0.7999999999999996,1.0
M1_N16_dephase_z_iid_p_p0.10000_twirl_sub0.20,1,16,dephase_z,iid_p,0.1,0.1,0.8999999999999994,0.9999999999999998,0.1,1.1102230246251563e-16,0.8199999999999992,1.0,1.1102230246251556e-15,28,4,7,0.2,True,0.7999999999999996,1.0
M1_N16_dephase_z_iid_p_p0.10000_twirl_sub0.20,1,16,dephase_z,iid_p,0.1,0.1,0.8999999999999994,0.9999999999999998,0.1,1.1102230246251563e-16,0.8199999999999992,1.0,1.1102230246251556e-15,32,4,8,0.2,True,0.7999999999999996,1.0
M1_N16_dephase_z_iid_p_p0.10000_twirl_sub0.20,1,16,dephase_z,iid_p,0.1,0.1,0.8999999999999994,0.9999999999999998,0.1,1.1102230246251563e-16,0.8199999999999992,1.0,1.1102230246251556e-15,36,4,9,0.2,True,0.7999999999999996,1.0
M1_N16_dephase_z_iid_p_p0.10000_twirl_sub0.20,1,16,dephase_z,iid_p,0.1,0.1,0.8999999999999994,0.9999999999999998,0.1,1.1102230246251563e-16,0.8199999999999992,1.0,1.1102230246251556e-15,40,4,10,0.2,True,0.7999999999999996,1.0
M1_N16_dephase_z_iid_p_p0.20000_twirl_sub0.20,1,16,dephase_z,iid_p,0.2,0.2,0.7999999999999995,0.5647999999999993,0.2,0.4352,0.6799999999999994,0.5083980799999989,2.176,0,4,0,0.2,True,0.5999999999999996,0.1295999999999998
M1_N16_dephase_z_iid_p_p0.20000_twirl_sub0.20,1,16,dephase_z,iid_p,0.2,0.2,0.7999999999999995,0.8889994985271028,0.2,0.1110005014728969,0.6799999999999994,0.8026412197086751,0.5550025073644846,4,4,1,0.2,True,0.5999999999999996,0.7779989970542058
M1_N16_dephase_z_iid_p_p0.20000_twirl_sub0.20,1,16,dephase_z,iid_p,0.2,0.2,0.7999999999999995,0.9958620466069464,0.2,0.0041379533930533,0.6799999999999994,0.9917583385304592,0.0206897669652669,8,4,2,0.2,True,0.5999999999999996,0.991724093213893
M1_N16_dephase_z_iid_p_p0.20000_twirl_sub0.20,1,16,dephase_z,iid_p,0.2,0.2,0.7999999999999995,0.9999847344544852,0.2,1.526554551439796e-05,0.6799999999999994,0.9999694693750448,7.632772757198977e-05,12,4,3,0.2,True,0.5999999999999996,0.999969468908971
M1_N16_dephase_z_iid_p_p0.20000_twirl_sub0.20,1,16,dephase_z,iid_p,0.2,0.2,0.7999999999999995,0.9999999997671692,0.2,2.3283047712041599e-10,0.6799999999999994,0.9999999995343388,1.164152385602079e-09,16,4,4,0.2,True,0.5999999999999996,0.9999999995343388
M1_N16_dephase_z_iid_p_p0.20000_twirl_sub0.20,1,16,dephase_z,iid_p,0.2,0.2,0.7999999999999995,0.9999999999999998,0.2,1.1102230246251563e-16,0.6799999999999994,1.0,5.551115123125781e-16,20,4,5,0.2,True,0.5999999999999996,1.0
M1_N16_dephase_z_iid_p_p0.20000_twirl_sub0.20,1,16,dephase_z,iid_p,0.2,0.2,0.7999999999999995,0.9999999999999998,0.2,1.1102230246251563e-16,0.6799999999999994,1.0,5.551115123125781e-16,24,4,6,0.2,True,0.5999999999999996,1.0
M1_N16_dephase_z_iid_p_p0.20000_twirl_sub0.20,1,16,dephase_z,iid_p,0.2,0.2,0.7999999999999995,0.9999999999999998,0.2,1.1102230246251563e-16,0.6799999999999994,1.0,5.551115123125781e-16,28,4,7,0.2,True,0.5999999999999996,1.0
M1_N16_dephase_z_iid_p_p0.20000_twirl_sub0.20,1,16,dephase_z,iid_p,0.2,0.2,0.7999999999999995,0.9999999999999998,0.2,1.1102230246251563e-16,0.6799999999999994,1.0,5.551115123125781e-16,32,4,8,0.2,True,0.5999999999999996,1.0
M1_N16_dephase_z_iid_p_p0.20000_twirl_sub0.20,1,16,dephase_z,iid_p,0.2,0.2,0.7999999999999995,0.9999999999999998,0.2,1.1102230246251563e-16,0.6799999999999994,1.0,5.551115123125781e-16,36,4,9,0.2,True,0.5999999999999996,1.0
M1_N16_dephase_z_iid_p_p0.20000_twirl_sub0.20,1,16,dephase_z,iid_p,0.2,0.2,0.7999999999999995,0.9999999999999998,0.2,1.1102230246251563e-16,0.6799999999999994,1.0,5.551115123125781e-16,40,4,10,0.2,True,0.5999999999999996,1.0
M1_N16_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,16,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.5127999999999994,0.2999999999999999,0.4871999999999999,0.5799999999999995,0.5003276799999989,1.624,0,4,0,0.2,True,0.3999999999999999,0.0255999999999999
M1_N16_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,16,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.6536359108361988,0.2999999999999999,0.346364089163801,0.5799999999999995,0.5472079861969369,1.1545469638793369,4,4,1,0.2,True,0.3999999999999999,0.3072718216723977
M1_N16_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,16,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9551863669150912,0.2999999999999999,0.0448136330849084,0.5799999999999995,0.9143892572507204,0.1493787769496948,8,4,2,0.2,True,0.3999999999999999,0.9103727338301828
M1_N16_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,16,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9988429918827798,0.2999999999999999,0.0011570081172199,0.5799999999999995,0.9976886611011264,0.0038566937240663,12,4,3,0.2,True,0.3999999999999999,0.99768598376556
M1_N16_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,16,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.999998704647351,0.2999999999999999,1.2953526487557987e-06,0.5799999999999995,0.999997409298058,4.31784216251933e-06,16,4,4,0.2,True,0.3999999999999999,0.9999974092947024
M1_N16_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,16,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.999999999998322,0.2999999999999999,1.677658012511074e-12,0.5799999999999995,0.9999999999966444,5.592193375036915e-12,20,4,5,0.2,True,0.3999999999999999,0.9999999999966444
M1_N16_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,16,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9999999999999998,0.2999999999999999,1.1102230246251563e-16,0.5799999999999995,1.0,3.700743415417189e-16,24,4,6,0.2,True,0.3999999999999999,1.0
M1_N16_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,16,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9999999999999998,0.2999999999999999,1.1102230246251563e-16,0.5799999999999995,1.0,3.700743415417189e-16,28,4,7,0.2,True,0.3999999999999999,1.0
M1_N16_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,16,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9999999999999998,0.2999999999999999,1.1102230246251563e-16,0.5799999999999995,1.0,3.700743415417189e-16,32,4,8,0.2,True,0.3999999999999999,1.0
M1_N16_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,16,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9999999999999998,0.2999999999999999,1.1102230246251563e-16,0.5799999999999995,1.0,3.700743415417189e-16,36,4,9,0.2,True,0.3999999999999999,1.0
M1_N16_dephase_z_iid_p_p0.30000_twirl_sub0.20,1,16,dephase_z,iid_p,0.3,0.3,0.6999999999999996,0.9999999999999998,0.2999999999999999,1.1102230246251563e-16,0.5799999999999995,1.0,3.700743415417189e-16,40,4,10,0.2,True,0.3999999999999999,1.0
M1_N16_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,16,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.5007999999999998,0.3999999999999999,0.4991999999999998,0.5199999999999998,0.5000012799999998,1.248,0,4,0,0.2,True,0.1999999999999999,0.0015999999999999
M1_N16_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,16,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.512222030737821,0.3999999999999999,0.4877779692621787,0.5199999999999998,0.5002987560707125,1.2194449231554472,4,4,1,0.2,True,0.1999999999999999,0.0244440614756422
M1_N16_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,16,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.6462418455444244,0.3999999999999999,0.3537581544555753,0.5199999999999998,0.5427733547764787,0.8843953861389385,8,4,2,0.2,True,0.1999999999999999,0.2924836910888491
M1_N16_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,16,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9481520110508108,0.3999999999999999,0.0518479889491889,0.5199999999999998,0.9016804500177724,0.1296199723729724,12,4,3,0.2,True,0.1999999999999999,0.8963040221016219
M1_N16_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,16,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.998448148085048,0.3999999999999999,0.0015518519149516,0.5199999999999998,0.9969011126588284,0.003879629787379,16,4,4,0.2,True,0.1999999999999999,0.9968962961700966
M1_N16_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,16,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9999976820420764,0.3999999999999999,2.31795792354772e-06,0.5199999999999998,0.9999953640948984,5.794894808869301e-06,20,4,5,0.2,True,0.1999999999999999,0.9999953640841528
M1_N16_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,16,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9999999999946276,0.3999999999999999,5.372202682707439e-12,0.5199999999999998,0.9999999999892554,1.3430506706768598e-11,24,4,6,0.2,True,0.1999999999999999,0.9999999999892554
M1_N16_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,16,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9999999999999998,0.3999999999999999,1.1102230246251563e-16,0.5199999999999998,1.0,2.7755575615628923e-16,28,4,7,0.2,True,0.1999999999999999,1.0
M1_N16_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,16,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9999999999999998,0.3999999999999999,1.1102230246251563e-16,0.5199999999999998,1.0,2.7755575615628923e-16,32,4,8,0.2,True,0.1999999999999999,1.0
M1_N16_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,16,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9999999999999998,0.3999999999999999,1.1102230246251563e-16,0.5199999999999998,1.0,2.7755575615628923e-16,36,4,9,0.2,True,0.1999999999999999,1.0
M1_N16_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,16,dephase_z,iid_p,0.4,0.4,0.5999999999999998,0.9999999999999998,0.3999999999999999,1.1102230246251563e-16,0.5199999999999998,1.0,2.7755575615628923e-16,40,4,10,0.2,True,0.1999999999999999,1.0
M1_N16_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,16,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.4999999999999998,1.0,0,4,0,0.2,True,0.0,0.0
M1_N16_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,16,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.5,1.0,4,4,1,0.2,True,0.0,0.0
M1_N16_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,16,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.5,1.0,8,4,2,0.2,True,0.0,0.0
M1_N16_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,16,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.5,1.0,12,4,3,0.2,True,0.0,0.0
M1_N16_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,16,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.5,1.0,16,4,4,0.2,True,0.0,0.0
M1_N16_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,16,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.5,1.0,20,4,5,0.2,True,0.0,0.0
M1_N16_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,16,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.5,1.0,24,4,6,0.2,True,0.0,0.0
M1_N16_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,16,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.5,1.0,28,4,7,0.2,True,0.0,0.0
M1_N16_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,16,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.5,1.0,32,4,8,0.2,True,0.0,0.0
M1_N16_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,16,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.5,1.0,36,4,9,0.2,True,0.0,0.0
M1_N16_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,16,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999998,0.5,1.0,40,4,10,0.2,True,0.0,0.0
M1_N16_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,16,dephase_z,iid_p,0.6,0.6,0.3999999999999998,0.5007999999999998,0.5999999999999999,0.4991999999999998,0.5199999999999998,0.5000012799999998,0.832,0,4,0,0.2,True,0.1999999999999999,0.0015999999999999
M1_N16_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,16,dephase_z,iid_p,0.6,0.6,0.3999999999999998,0.512222030737821,0.5999999999999999,0.4877779692621787,0.5199999999999998,0.5002987560707125,0.8129632821036314,4,4,1,0.2,True,0.1999999999999999,0.0244440614756422
M1_N16_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,16,dephase_z,iid_p,0.6,0.6,0.3999999999999998,0.6462418455444244,0.5999999999999999,0.3537581544555753,0.5199999999999998,0.5427733547764787,0.5895969240926258,8,4,2,0.2,True,0.1999999999999999,0.2924836910888491
M1_N16_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,16,dephase_z,iid_p,0.6,0.6,0.3999999999999998,0.9481520110508108,0.5999999999999999,0.0518479889491889,0.5199999999999998,0.9016804500177724,0.0864133149153149,12,4,3,0.2,True,0.1999999999999999,0.8963040221016219
M1_N16_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,16,dephase_z,iid_p,0.6,0.6,0.3999999999999998,0.998448148085048,0.5999999999999999,0.0015518519149516,0.5199999999999998,0.9969011126588284,0.0025864198582526,16,4,4,0.2,True,0.1999999999999999,0.9968962961700966
M1_N16_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,16,dephase_z,iid_p,0.6,0.6,0.3999999999999998,0.9999976820420764,0.5999999999999999,2.31795792354772e-06,0.5199999999999998,0.9999953640948984,3.863263205912867e-06,20,4,5,0.2,True,0.1999999999999999,0.9999953640841528
M1_N16_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,16,dephase_z,iid_p,0.6,0.6,0.3999999999999998,0.9999999999946276,0.5999999999999999,5.372202682707439e-12,0.5199999999999998,0.9999999999892554,8.953671137845733e-12,24,4,6,0.2,True,0.1999999999999999,0.9999999999892554
M1_N16_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,16,dephase_z,iid_p,0.6,0.6,0.3999999999999998,0.9999999999999998,0.5999999999999999,1.1102230246251563e-16,0.5199999999999998,1.0,1.8503717077085943e-16,28,4,7,0.2,True,0.1999999999999999,1.0
M1_N16_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,16,dephase_z,iid_p,0.6,0.6,0.3999999999999998,0.9999999999999998,0.5999999999999999,1.1102230246251563e-16,0.5199999999999998,1.0,1.8503717077085943e-16,32,4,8,0.2,True,0.1999999999999999,1.0
M1_N16_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,16,dephase_z,iid_p,0.6,0.6,0.3999999999999998,0.9999999999999998,0.5999999999999999,1.1102230246251563e-16,0.5199999999999998,1.0,1.8503717077085943e-16,36,4,9,0.2,True,0.1999999999999999,1.0
M1_N16_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,16,dephase_z,iid_p,0.6,0.6,0.3999999999999998,0.9999999999999998,0.5999999999999999,1.1102230246251563e-16,0.5199999999999998,1.0,1.8503717077085943e-16,40,4,10,0.2,True,0.1999999999999999,1.0
M1_N16_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,16,dephase_z,iid_p,0.7,0.7,0.3,0.5127999999999998,0.6999999999999997,0.4871999999999999,0.5799999999999997,0.5003276799999998,0.6960000000000002,0,4,0,0.2,True,0.3999999999999998,0.0255999999999999
M1_N16_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,16,dephase_z,iid_p,0.7,0.7,0.3,0.6536359108361985,0.6999999999999997,0.3463640891638012,0.5799999999999997,0.5472079861969368,0.4948058416625734,4,4,1,0.2,True,0.3999999999999998,0.3072718216723973
M1_N16_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,16,dephase_z,iid_p,0.7,0.7,0.3,0.9551863669150912,0.6999999999999997,0.0448136330849085,0.5799999999999997,0.9143892572507202,0.0640194758355836,8,4,2,0.2,True,0.3999999999999998,0.9103727338301828
M1_N16_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,16,dephase_z,iid_p,0.7,0.7,0.3,0.9988429918827798,0.6999999999999997,0.0011570081172199,0.5799999999999997,0.9976886611011264,0.0016528687388855,12,4,3,0.2,True,0.3999999999999998,0.99768598376556
M1_N16_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,16,dephase_z,iid_p,0.7,0.7,0.3,0.9999987046473512,0.6999999999999997,1.2953526487002875e-06,0.5799999999999997,0.9999974092980582,1.8505037838575543e-06,16,4,4,0.2,True,0.3999999999999998,0.9999974092947024
M1_N16_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,16,dephase_z,iid_p,0.7,0.7,0.3,0.999999999998322,0.6999999999999997,1.6776025013598428e-12,0.5799999999999997,0.9999999999966446,2.3965750019426335e-12,20,4,5,0.2,True,0.3999999999999998,0.9999999999966446
M1_N16_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,16,dephase_z,iid_p,0.7,0.7,0.3,0.9999999999999998,0.6999999999999997,1.1102230246251563e-16,0.5799999999999997,1.0,1.5860328923216527e-16,24,4,6,0.2,True,0.3999999999999998,1.0
M1_N16_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,16,dephase_z,iid_p,0.7,0.7,0.3,0.9999999999999998,0.6999999999999997,1.1102230246251563e-16,0.5799999999999997,1.0,1.5860328923216527e-16,28,4,7,0.2,True,0.3999999999999998,1.0
M1_N16_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,16,dephase_z,iid_p,0.7,0.7,0.3,0.9999999999999998,0.6999999999999997,1.1102230246251563e-16,0.5799999999999997,1.0,1.5860328923216527e-16,32,4,8,0.2,True,0.3999999999999998,1.0
M1_N16_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,16,dephase_z,iid_p,0.7,0.7,0.3,0.9999999999999998,0.6999999999999997,1.1102230246251563e-16,0.5799999999999997,1.0,1.5860328923216527e-16,36,4,9,0.2,True,0.3999999999999998,1.0
M1_N16_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,16,dephase_z,iid_p,0.7,0.7,0.3,0.9999999999999998,0.6999999999999997,1.1102230246251563e-16,0.5799999999999997,1.0,1.5860328923216527e-16,40,4,10,0.2,True,0.3999999999999998,1.0
