run_id,iteration,merge_num,M,depth,copies_used,N_so_far,noise,mode,p,p_channel,P_success,grover_iters,twirling_applied,subset_fraction,purification_level,fidelity,eps_L,purity,bloch_r,fidelity_before_noise,fidelity_after_noise,eps_L_before_noise,eps_L_after_noise,purity_before_noise,purity_after_noise
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,0,1,7,128,128,dephase_z,iid_p,0.4,0.4,4.011991914547528e-29,0,True,0.2,7,0.9999999999999998,1.1102230246251563e-16,1.0,1.0,0.9999999999999996,0.5999999999999998,0.0,0.3999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,0,1,8,256,256,dephase_z,iid_p,0.4,0.4,1.6096079122394735e-57,0,True,0.2,8,0.9999999999999998,1.1102230246251563e-16,1.0,1.0,0.9999999999999996,0.5999999999999998,0.0,0.3999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,0,1,9,512,512,dephase_z,iid_p,0.4,0.4,2.5908376311439163e-114,0,True,0.2,9,0.9999999999999998,1.1102230246251563e-16,1.0,1.0,0.9999999999999996,0.5999999999999998,0.0,0.3999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.40000_twirl_sub0.20,1,0,1,10,1024,1024,dephase_z,iid_p,0.4,0.4,6.712439630951421e-228,0,True,0.2,10,0.9999999999999998,1.1102230246251563e-16,1.0,1.0,0.9999999999999996,0.5999999999999998,0.0,0.3999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,0,1,0,1,1,dephase_z,iid_p,0.5,0.5,1.0,0,True,0.2,0,0.4999999999999998,0.4999999999999999,0.4999999999999998,0.0,0.9999999999999996,0.4999999999999998,0.0,0.4999999999999999,0.9999999999999996,0.4999999999999998
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,0,1,1,2,2,dephase_z,iid_p,0.5,0.5,0.4999999999999998,0,True,0.2,1,0.4999999999999999,0.4999999999999999,0.5,0.0,0.9999999999999996,0.4999999999999998,0.0,0.4999999999999999,0.9999999999999996,0.4999999999999998
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,0,1,2,4,4,dephase_z,iid_p,0.5,0.5,0.1249999999999998,0,True,0.2,2,0.4999999999999999,0.4999999999999999,0.5,0.0,0.9999999999999996,0.4999999999999998,0.0,0.4999999999999999,0.9999999999999996,0.4999999999999998
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,0,1,3,8,8,dephase_z,iid_p,0.5,0.5,0.0078124999999999,0,True,0.2,3,0.4999999999999999,0.4999999999999999,0.5,0.0,0.9999999999999996,0.4999999999999998,0.0,0.4999999999999999,0.9999999999999996,0.4999999999999998
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,0,1,4,16,16,dephase_z,iid_p,0.5,0.5,3.051757812499989e-05,0,True,0.2,4,0.4999999999999999,0.4999999999999999,0.5,0.0,0.9999999999999996,0.4999999999999998,0.0,0.4999999999999999,0.9999999999999996,0.4999999999999998
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,0,1,5,32,32,dephase_z,iid_p,0.5,0.5,4.65661287307736e-10,0,True,0.2,5,0.4999999999999999,0.4999999999999999,0.5,0.0,0.9999999999999996,0.4999999999999998,0.0,0.4999999999999999,0.9999999999999996,0.4999999999999998
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,0,1,6,64,64,dephase_z,iid_p,0.5,0.5,1.084202172485489e-19,0,True,0.2,6,0.4999999999999999,0.4999999999999999,0.5,0.0,0.9999999999999996,0.4999999999999998,0.0,0.4999999999999999,0.9999999999999996,0.4999999999999998
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,0,1,7,128,128,dephase_z,iid_p,0.5,0.5,5.877471754111271e-39,0,True,0.2,7,0.4999999999999999,0.4999999999999999,0.5,0.0,0.9999999999999996,0.4999999999999998,0.0,0.4999999999999999,0.9999999999999996,0.4999999999999998
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,0,1,8,256,256,dephase_z,iid_p,0.5,0.5,1.7272337110187907e-77,0,True,0.2,8,0.4999999999999999,0.4999999999999999,0.5,0.0,0.9999999999999996,0.4999999999999998,0.0,0.4999999999999999,0.9999999999999996,0.4999999999999998
