run_id,M,N,noise,mode,p,p_channel,fidelity_init,fidelity_final,eps_L_init,eps_L_final,purity_init,purity_final,error_reduction_ratio,max_depth,iterations,purification_level,twirling_enabled,bloch_r_init,bloch_r_final
M1_N2_dephase_z_iid_p_p0.01000,1,2,dephase_z,iid_p,0.01,0.01,0.9899999999999995,0.9899999999999995,0.01,0.01,0.9801999999999996,0.9801999999999996,1.0,0,1,0,False,0.9799999999999998,0.9799999999999998
M1_N2_dephase_z_iid_p_p0.01000,1,2,dephase_z,iid_p,0.01,0.01,0.9899999999999995,0.9998979800040808,0.01,0.000102019995919,0.9801999999999996,0.9997959808243208,0.0102019995919078,1,1,1,False,0.9799999999999998,0.9997959600081616
M1_N2_dephase_z_iid_p_p0.01000,1,2,dephase_z,iid_p,0.01,0.01,0.9899999999999995,0.9999999895897964,0.01,1.0410203310495802e-08,0.9801999999999996,0.9999999791795934,1.0410203310495794e-06,2,1,2,False,0.9799999999999998,0.9999999791795932
M1_N2_dephase_z_iid_p_p0.01000,1,2,dephase_z,iid_p,0.01,0.01,0.9899999999999995,0.9999999999999996,0.01,5.551115123125783e-17,0.9801999999999996,0.9999999999999996,5.551115123125778e-15,3,1,3,False,0.9799999999999998,0.9999999999999996
M1_N2_dephase_z_iid_p_p0.01000,1,2,dephase_z,iid_p,0.01,0.01,0.9899999999999995,0.9999999999999998,0.01,1.1102230246251563e-16,0.9801999999999996,1.0,1.1102230246251556e-14,4,1,4,False,0.9799999999999998,1.0
M1_N2_dephase_z_iid_p_p0.01000,1,2,dephase_z,iid_p,0.01,0.01,0.9899999999999995,0.9999999999999998,0.01,1.1102230246251563e-16,0.9801999999999996,1.0,1.1102230246251556e-14,5,1,5,False,0.9799999999999998,1.0
M1_N2_dephase_z_iid_p_p0.01000,1,2,dephase_z,iid_p,0.01,0.01,0.9899999999999995,0.9999999999999998,0.01,1.1102230246251563e-16,0.9801999999999996,1.0,1.1102230246251556e-14,6,1,6,False,0.9799999999999998,1.0
M1_N2_dephase_z_iid_p_p0.01000,1,2,dephase_z,iid_p,0.01,0.01,0.9899999999999995,0.9999999999999998,0.01,1.1102230246251563e-16,0.9801999999999996,1.0,1.1102230246251556e-14,7,1,7,False,0.9799999999999998,1.0
M1_N2_dephase_z_iid_p_p0.01000,1,2,dephase_z,iid_p,0.01,0.01,0.9899999999999995,0.9999999999999998,0.01,1.1102230246251563e-16,0.9801999999999996,1.0,1.1102230246251556e-14,8,1,8,False,0.9799999999999998,1.0
M1_N2_dephase_z_iid_p_p0.01000,1,2,dephase_z,iid_p,0.01,0.01,0.9899999999999995,0.9999999999999998,0.01,1.1102230246251563e-16,0.9801999999999996,1.0,1.1102230246251556e-14,9,1,9,False,0.9799999999999998,1.0
M1_N2_dephase_z_iid_p_p0.01000,1,2,dephase_z,iid_p,0.01,0.01,0.9899999999999995,0.9999999999999998,0.01,1.1102230246251563e-16,0.9801999999999996,1.0,1.1102230246251556e-14,10,1,10,False,0.9799999999999998,1.0
M1_N2_dephase_z_iid_p_p0.10000,1,2,dephase_z,iid_p,0.1,0.1,0.8999999999999996,0.8999999999999996,0.1,0.1,0.8199999999999994,0.8199999999999994,1.0,0,1,0,False,0.7999999999999997,0.7999999999999997
M1_N2_dephase_z_iid_p_p0.10000,1,2,dephase_z,iid_p,0.1,0.1,0.8999999999999996,0.9878048780487804,0.1,0.0121951219512193,0.8199999999999994,0.9759071980963712,0.1219512195121935,1,1,1,False,0.7999999999999997,0.9756097560975612
M1_N2_dephase_z_iid_p_p0.10000,1,2,dephase_z,iid_p,0.1,0.1,0.8999999999999996,0.999847607436757,0.1,0.0001523925632427,0.8199999999999994,0.999695261320501,0.0015239256324273,2,1,2,False,0.7999999999999997,0.9996952148735144
M1_N2_dephase_z_iid_p_p0.10000,1,2,dephase_z,iid_p,0.1,0.1,0.8999999999999996,0.9999999767694272,0.1,2.3230572465671173e-08,0.8199999999999994,0.999999953538856,2.3230572465671165e-07,3,1,3,False,0.7999999999999997,0.9999999535388548
M1_N2_dephase_z_iid_p_p0.10000,1,2,dephase_z,iid_p,0.1,0.1,0.8999999999999996,0.9999999999999992,0.1,3.885780586188048e-16,0.8199999999999994,0.999999999999999,3.885780586188046e-15,4,1,4,False,0.7999999999999997,0.999999999999999
