run_id,M,N,noise,mode,delta,p_channel,fidelity_init,fidelity_final,eps_L_init,eps_L_final,purity_init,purity_final,error_reduction_ratio,max_depth,twirling_enabled,bloch_r_init,bloch_r_final
M1_N512_dephase_z_iid_p_d0.99000_twirl,1,512,dephase_z,iid_p,0.99,0.99,0.01,2.0334947801010465e-05,0.99,0.9999796650521988,0.9802,0.9999593309314184,1.010080469749696,9,True,0.98,0.999959330104398
M1_N1024_dephase_z_iid_p_d0.01000_twirl,1,1024,dephase_z,iid_p,0.01,0.01,0.9899999999999998,0.9999898321125852,0.0099999999999998,1.0167887414647137e-05,0.9802,0.9999796644319424,0.0010167887414647,10,True,0.98,0.9999796642251704
M1_N1024_dephase_z_iid_p_d0.10000_twirl,1,1024,dephase_z,iid_p,0.1,0.1,0.8999999999999997,0.999847312042664,0.0999999999999999,0.0001526879573356,0.8199999999999998,0.9996946707125532,0.0015268795733564,10,True,0.7999999999999999,0.9996946240853284
M1_N1024_dephase_z_iid_p_d0.20000_twirl,1,1024,dephase_z,iid_p,0.2,0.2,0.7999999999999998,0.999452178512729,0.1999999999999999,0.0005478214872705,0.6799999999999998,0.9989049572422224,0.0027391074363525,10,True,0.6,0.9989043570254588
M1_N1024_dephase_z_iid_p_d0.30000_twirl,1,1024,dephase_z,iid_p,0.3,0.3,0.7,0.9980870951801534,0.2999999999999998,0.0019129048198462,0.5800000000000001,0.9961815087700068,0.0063763493994876,10,True,0.4000000000000001,0.9961741903603072
M1_N1024_dephase_z_iid_p_d0.40000_twirl,1,1024,dephase_z,iid_p,0.4,0.4,0.5999999999999999,0.9887710054516798,0.3999999999999998,0.0112289945483198,0.52,0.9777941915404924,0.0280724863707995,10,True,0.2,0.97754201090336
M1_N1024_dephase_z_iid_p_d0.50000_twirl,1,1024,dephase_z,iid_p,0.5,0.5,0.5,0.5,0.4999999999999999,0.4999999999999999,0.5000000000000002,0.5000000000000002,1.0,10,True,2.220446049250313e-16,3.83026943495679e-15
M1_N1024_dephase_z_iid_p_d0.60000_twirl,1,1024,dephase_z,iid_p,0.6,0.6,0.3999999999999999,0.0112289945483199,0.5999999999999999,0.98877100545168,0.52,0.9777941915404924,1.6479516757528003,10,True,0.2,0.97754201090336
M1_N1024_dephase_z_iid_p_d0.70000_twirl,1,1024,dephase_z,iid_p,0.7,0.7,0.3000000000000001,0.0019129048198463,0.6999999999999998,0.9980870951801536,0.5800000000000002,0.9961815087700066,1.4258387074002197,10,True,0.3999999999999999,0.9961741903603072
M1_N1024_dephase_z_iid_p_d0.80000_twirl,1,1024,dephase_z,iid_p,0.8,0.8,0.1999999999999999,0.0005478214872705,0.7999999999999998,0.9994521785127292,0.6799999999999998,0.9989049572422224,1.249315223140912,10,True,0.6,0.9989043570254588
M1_N1024_dephase_z_iid_p_d0.90000_twirl,1,1024,dephase_z,iid_p,0.9,0.9,0.0999999999999999,0.0001526879573357,0.8999999999999999,0.999847312042664,0.8199999999999998,0.9996946707125532,1.1109414578251824,10,True,0.7999999999999999,0.9996946240853284
M1_N1024_dephase_z_iid_p_d0.95000_twirl,1,1024,dephase_z,iid_p,0.95,0.95,0.0499999999999999,6.027611224502065e-05,0.9499999999999996,0.9999397238877548,0.9049999999999996,0.9998794550419294,1.052568130408163,10,True,0.8999999999999998,0.99987944777551
M1_N1024_dephase_z_iid_p_d0.99000_twirl,1,1024,dephase_z,iid_p,0.99,0.99,0.01,1.0167887414794397e-05,0.99,0.9999898321125852,0.9802,0.9999796644319424,1.0100907395076617,10,True,0.98,0.9999796642251704
M2_N2_dephase_z_iid_p_d0.01000_twirl,2,2,dephase_z,iid_p,0.01,0.01,0.9800999999999996,0.9897510650849028,0.0198999999999998,0.0102489349150966,0.9607920399999998,0.9796591723265063,0.5150218550299848,1,True,,
M2_N2_dephase_z_iid_p_d0.10000_twirl,2,2,dephase_z,iid_p,0.1,0.1,0.8099999999999994,0.8766443434585023,0.1899999999999998,0.1233556565414969,0.6723999999999997,0.7754233497042835,0.6492402975868267,1,True,,
M2_N2_dephase_z_iid_p_d0.20000_twirl,2,2,dephase_z,iid_p,0.2,0.2,0.6399999999999997,0.7177242888402626,0.36,0.2822757111597371,0.4623999999999998,0.5481520141346143,0.7840991976659366,1,True,,
M2_N2_dephase_z_iid_p_d0.30000_twirl,2,2,dephase_z,iid_p,0.3,0.3,0.4899999999999998,0.546318467524693,0.5099999999999996,0.4536815324753064,0.3364,0.3761570103816596,0.8895716323045232,1,True,,
M2_N2_dephase_z_iid_p_d0.40000_twirl,2,2,dephase_z,iid_p,0.4,0.4,0.3599999999999999,0.3853904282115867,0.6399999999999997,0.6146095717884128,0.2704,0.2796223565913114,0.9603274559193956,1,True,,
M2_N2_dephase_z_iid_p_d0.50000_twirl,2,2,dephase_z,iid_p,0.5,0.5,0.25,0.2499999999999999,0.7499999999999999,0.7499999999999999,0.2500000000000002,0.25,1.0,1,True,,
M2_N2_dephase_z_iid_p_d0.60000_twirl,2,2,dephase_z,iid_p,0.6,0.6,0.1599999999999999,0.1460957178841309,0.8399999999999999,0.8539042821158687,0.2704,0.2796223565913114,1.0165527168046058,1,True,,
M2_N2_dephase_z_iid_p_d0.70000_twirl,2,2,dephase_z,iid_p,0.7,0.7,0.09,0.0734061658186171,0.91,0.9265938341813824,0.3364000000000002,0.3761570103816591,1.018234982616904,1,True,,
M2_N2_dephase_z_iid_p_d0.80000_twirl,2,2,dephase_z,iid_p,0.8,0.8,0.04,0.0284463894967177,0.9599999999999996,0.9715536105032824,0.4623999999999997,0.5481520141346141,1.0120350109409195,1,True,,
M2_N2_dephase_z_iid_p_d0.90000_twirl,2,2,dephase_z,iid_p,0.9,0.9,0.01,0.0060392250657737,0.9899999999999995,0.9939607749342262,0.6723999999999996,0.7754233497042834,1.0040007827618451,1,True,,
M2_N2_dephase_z_iid_p_d0.95000_twirl,2,2,dephase_z,iid_p,0.95,0.95,0.0025,0.0013777985459243,0.9974999999999994,0.9986222014540758,0.8190249999999993,0.8924751414454954,1.001125013989049,1,True,,
M2_N2_dephase_z_iid_p_d0.99000_twirl,2,2,dephase_z,iid_p,0.99,0.99,9.99999999999959e-05,5.1004899020268266e-05,0.9998999999999998,0.9999489951009796,0.9607920399999998,0.9796591723265063,1.00004900000098,1,True,,
M2_N4_dephase_z_iid_p_d0.01000_twirl,2,4,dephase_z,iid_p,0.01,0.01,0.9800999999999996,0.9947842440465416,0.0198999999999998,0.0052157559534577,0.9607920399999998,0.9896092246434488,0.2620982891184811,2,True,,
M2_N4_dephase_z_iid_p_d0.10000_twirl,2,4,dephase_z,iid_p,0.1,0.1,0.8099999999999994,0.9255799088317536,0.1899999999999998,0.0744200911682456,0.6723999999999997,0.8592988435691034,0.3916846903591879,2,True,,
M2_N4_dephase_z_iid_p_d0.20000_twirl,2,4,dephase_z,iid_p,0.2,0.2,0.6399999999999997,0.7935545727275535,0.36,0.2064454272724457,0.4623999999999998,0.6481016152689194,0.5734595202012382,2,True,,
M2_N4_dephase_z_iid_p_d0.30000_twirl,2,4,dephase_z,iid_p,0.3,0.3,0.4899999999999998,0.6109997069699247,0.5099999999999996,0.3890002930300746,0.3364,0.4322618167750548,0.7627456726079902,2,True,,
M2_N4_dephase_z_iid_p_d0.40000_twirl,2,4,dephase_z,iid_p,0.4,0.4,0.3599999999999999,0.4161295120983735,0.6399999999999997,0.5838704879016263,0.2704,0.2931144181222044,0.9122976373462915,2,True,,
M2_N4_dephase_z_iid_p_d0.50000_twirl,2,4,dephase_z,iid_p,0.5,0.5,0.25,0.2499999999999999,0.7499999999999999,0.7499999999999998,0.2500000000000002,0.25,1.0,2,True,,
M2_N4_dephase_z_iid_p_d0.60000_twirl,2,4,dephase_z,iid_p,0.6,0.6,0.1599999999999999,0.1297352241174136,0.8399999999999999,0.8702647758825863,0.2704,0.2931144181222044,1.036029495098317,2,True,,
M2_N4_dephase_z_iid_p_d0.70000_twirl,2,4,dephase_z,iid_p,0.7,0.7,0.09,0.0543861093165742,0.91,0.9456138906834252,0.3364000000000002,0.4322618167750546,1.0391361436081596,2,True,,
M2_N4_dephase_z_iid_p_d0.80000_twirl,2,4,dephase_z,iid_p,0.8,0.8,0.04,0.0161135681811152,0.9599999999999996,0.9838864318188848,0.4623999999999997,0.6481016152689194,1.0248816998113388,2,True,,
M2_N4_dephase_z_iid_p_d0.90000_twirl,2,4,dephase_z,iid_p,0.9,0.9,0.01,0.0023781545323475,0.9899999999999995,0.9976218454676522,0.6723999999999996,0.8592988435691031,1.0076988338057098,2,True,,
M2_N4_dephase_z_iid_p_d0.95000_twirl,2,4,dephase_z,iid_p,0.95,0.95,0.0025,0.0004371902176403,0.9974999999999994,0.9995628097823592,0.8190249999999993,0.939964358276363,1.0020679797316892,2,True,,
M2_N4_dephase_z_iid_p_d0.99000_twirl,2,4,dephase_z,iid_p,0.99,0.99,9.99999999999959e-05,1.3398665747191282e-05,0.9998999999999998,0.9999866013342524,0.9607920399999998,0.9896092246434488,1.000086609995252,2,True,,
M2_N8_dephase_z_iid_p_d0.01000_twirl,2,8,dephase_z,iid_p,0.01,0.01,0.9800999999999996,0.9973684023073248,0.0198999999999998,0.0026315976926744,0.9607920399999998,0.9947471835499504,0.1322410900841444,3,True,,
M2_N8_dephase_z_iid_p_d0.10000_twirl,2,8,dephase_z,iid_p,0.1,0.1,0.8099999999999994,0.9580893468144992,0.1899999999999998,0.0419106531855,0.6723999999999997,0.9187810343372652,0.2205823851868425,3,True,,
M2_N8_dephase_z_iid_p_d0.20000_twirl,2,8,dephase_z,iid_p,0.2,0.2,0.6399999999999997,0.8613261329920766,0.36,0.1386738670079227,0.4623999999999998,0.750522414130845,0.3852051861331188,3,True,,
M2_N8_dephase_z_iid_p_d0.30000_twirl,2,8,dephase_z,iid_p,0.3,0.3,0.4899999999999998,0.6835915777058876,0.5099999999999996,0.3164084222941117,0.3364,0.5078289024493429,0.6204086711649255,3,True,,
M2_N8_dephase_z_iid_p_d0.40000_twirl,2,8,dephase_z,iid_p,0.4,0.4,0.3599999999999999,0.4538394504400921,0.6399999999999997,0.5461605495599074,0.2704,0.3128743927198781,0.8533758586873558,3,True,,
M2_N8_dephase_z_iid_p_d0.50000_twirl,2,8,dephase_z,iid_p,0.5,0.5,0.25,0.2499999999999998,0.7499999999999999,0.7499999999999998,0.2500000000000002,0.2499999999999999,1.0,3,True,,
M2_N8_dephase_z_iid_p_d0.60000_twirl,2,8,dephase_z,iid_p,0.6,0.6,0.1599999999999999,0.1114669393623016,0.8399999999999999,0.8885330606376982,0.2704,0.3128743927198781,1.0577774531401172,3,True,,
M2_N8_dephase_z_iid_p_d0.70000_twirl,2,8,dephase_z,iid_p,0.7,0.7,0.09,0.0363800275360227,0.91,0.9636199724639768,0.3364000000000002,0.5078289024493426,1.0589230466637107,3,True,,
M2_N8_dephase_z_iid_p_d0.80000_twirl,2,8,dephase_z,iid_p,0.8,0.8,0.04,0.0076711129803663,0.9599999999999996,0.9923288870196336,0.4623999999999997,0.7505224141308448,1.0336759239787856,3,True,,
M2_N8_dephase_z_iid_p_d0.90000_twirl,2,8,dephase_z,iid_p,0.9,0.9,0.01,0.0007960787260054,0.9899999999999995,0.9992039212739938,0.6723999999999996,0.9187810343372652,1.0092968901757515,3,True,,
M2_N8_dephase_z_iid_p_d0.95000_twirl,2,8,dephase_z,iid_p,0.95,0.95,0.0025,0.0001251920167502,0.9974999999999994,0.9998748079832492,0.8190249999999993,0.968047218663418,1.0023807598829573,3,True,,
M2_N8_dephase_z_iid_p_d0.99000_twirl,2,8,dephase_z,iid_p,0.99,0.99,9.99999999999959e-05,3.4359480984430526e-06,0.9998999999999998,0.9999965640519016,0.9607920399999998,0.9947471835499504,1.0000965737092729,3,True,,
M2_N16_dephase_z_iid_p_d0.01000_twirl,2,16,dephase_z,iid_p,0.01,0.01,0.9800999999999996,0.9986781525795198,0.0198999999999998,0.0013218474204795,0.9607920399999998,0.997358924930787,0.0664244934914375,4,True,,
M2_N16_dephase_z_iid_p_d0.10000_twirl,2,16,dephase_z,iid_p,0.1,0.1,0.8099999999999994,0.9775395927099192,0.1899999999999998,0.0224604072900799,0.6723999999999997,0.9558306304446508,0.118212669947789,4,True,,
M2_N16_dephase_z_iid_p_d0.20000_twirl,2,16,dephase_z,iid_p,0.2,0.2,0.6399999999999997,0.9145223892911992,0.36,0.0854776107088001,0.4623999999999998,0.8397544360789073,0.2374378075244448,4,True,,
M2_N16_dephase_z_iid_p_d0.30000_twirl,2,16,dephase_z,iid_p,0.3,0.3,0.4899999999999998,0.7597837632656504,0.5099999999999996,0.2402162367343489,0.3364,0.601649670038543,0.4710122288908805,4,True,,
M2_N16_dephase_z_iid_p_d0.40000_twirl,2,16,dephase_z,iid_p,0.4,0.4,0.3599999999999999,0.5000183109978243,0.6399999999999997,0.4999816890021751,0.2704,0.3417480216161356,0.781221389065899,4,True,,
M2_N16_dephase_z_iid_p_d0.50000_twirl,2,16,dephase_z,iid_p,0.5,0.5,0.25,0.2499999999999999,0.7499999999999999,0.7499999999999998,0.2500000000000002,0.25,1.0,4,True,,
M2_N16_dephase_z_iid_p_d0.60000_twirl,2,16,dephase_z,iid_p,0.6,0.6,0.1599999999999999,0.0918163670384356,0.8399999999999999,0.9081836329615638,0.2704,0.3417480216161356,1.0811709916209091,4,True,,
M2_N16_dephase_z_iid_p_d0.70000_twirl,2,16,dephase_z,iid_p,0.7,0.7,0.09,0.0215133354548487,0.91,0.9784866645451504,0.3364000000000002,0.6016496700385425,1.075260070928737,4,True,,
M2_N16_dephase_z_iid_p_d0.80000_twirl,2,16,dephase_z,iid_p,0.8,0.8,0.04,0.0030922536167515,0.9599999999999996,0.9969077463832484,0.4623999999999997,0.8397544360789069,1.0384455691492176,4,True,,
M2_N16_dephase_z_iid_p_d0.90000_twirl,2,16,dephase_z,iid_p,0.9,0.9,0.01,0.0002379635668725,0.9899999999999995,0.9997620364331274,0.6723999999999996,0.9558306304446512,1.0098606428617454,4,True,,
M2_N16_dephase_z_iid_p_d0.95000_twirl,2,16,dephase_z,iid_p,0.95,0.95,0.0025,3.3744846493252705e-05,0.9974999999999994,0.9999662551535062,0.8190249999999993,0.983478678015343,1.002472436244117,4,True,,
M2_N16_dephase_z_iid_p_d0.99000_twirl,2,16,dephase_z,iid_p,0.99,0.99,9.99999999999959e-05,8.702167332563791e-07,0.9998999999999998,0.9999991297832668,0.9607920399999998,0.9973589249307871,1.0000991396972363,4,True,,
M2_N32_dephase_z_iid_p_d0.01000_twirl,2,32,dephase_z,iid_p,0.01,0.01,0.9800999999999996,0.9993375488419456,0.0198999999999998,0.0006624511580537,0.9607920399999998,0.998675755801201,0.0332890029172718,5,True,,
M2_N32_dephase_z_iid_p_d0.10000_twirl,2,32,dephase_z,iid_p,0.1,0.1,0.8099999999999994,0.98833409109098,0.1899999999999998,0.0116659089090192,0.6723999999999997,0.9768715602265002,0.0613995205737856,5,True,,
M2_N32_dephase_z_iid_p_d0.20000_twirl,2,32,dephase_z,iid_p,0.2,0.2,0.6399999999999997,0.95107393524499,0.36,0.0489260647550094,0.4623999999999998,0.9056878225005264,0.1359057354305818,5,True,,
M2_N32_dephase_z_iid_p_d0.30000_twirl,2,32,dephase_z,iid_p,0.3,0.3,0.4899999999999998,0.832059227371758,0.5099999999999996,0.1679407726282413,0.3364,0.7047612662581185,0.3292956326043951,5,True,,
M2_N32_dephase_z_iid_p_d0.40000_twirl,2,32,dephase_z,iid_p,0.4,0.4,0.3599999999999999,0.5558245498119532,0.6399999999999997,0.4441754501880464,0.2704,0.3834878629907984,0.6940241409188228,5,True,,
M2_N32_dephase_z_iid_p_d0.50000_twirl,2,32,dephase_z,iid_p,0.5,0.5,0.25,0.2499999999999999,0.7499999999999999,0.7499999999999997,0.2500000000000002,0.25,0.9999999999999996,5,True,,
M2_N32_dephase_z_iid_p_d0.60000_twirl,2,32,dephase_z,iid_p,0.6,0.6,0.1599999999999999,0.0715383801526925,0.8399999999999999,0.9284616198473076,0.2704,0.3834878629907984,1.1053114521991758,5,True,,
M2_N32_dephase_z_iid_p_d0.70000_twirl,2,32,dephase_z,iid_p,0.7,0.7,0.09,0.010981437558411,0.91,0.9890185624415886,0.3364000000000002,0.7047612662581182,1.086833585100647,5,True,,
M2_N32_dephase_z_iid_p_d0.80000_twirl,2,32,dephase_z,iid_p,0.8,0.8,0.04,0.0010711849421014,0.9599999999999996,0.998928815057898,0.4623999999999997,0.9056878225005262,1.0405508490186444,5,True,,
M2_N32_dephase_z_iid_p_d0.90000_twirl,2,32,dephase_z,iid_p,0.9,0.9,0.01,6.588537603573195e-05,0.9899999999999995,0.999934114623964,0.6723999999999996,0.9768715602265002,1.010034459216126,5,True,,
M2_N32_dephase_z_iid_p_d0.95000_twirl,2,32,dephase_z,iid_p,0.95,0.95,0.0025,8.780247548287322e-06,0.9974999999999994,0.9999912197524512,0.8190249999999993,0.9915940278592116,1.0024974634109791,5,True,,
M2_N32_dephase_z_iid_p_d0.99000_twirl,2,32,dephase_z,iid_p,0.99,0.99,9.99999999999959e-05,2.1898730308278489e-07,0.9998999999999998,0.9999997810126966,0.9607920399999998,0.9986757558012012,1.000099790991796,5,True,,
M2_N64_dephase_z_iid_p_d0.01000_twirl,2,64,dephase_z,iid_p,0.01,0.01,0.9800999999999996,0.999668390614998,0.0198999999999998,0.0003316093850012,0.9607920399999998,0.9993369461589634,0.0166637881910177,6,True,,
M2_N64_dephase_z_iid_p_d0.10000_twirl,2,64,dephase_z,iid_p,0.1,0.1,0.8099999999999994,0.9940488444538668,0.1899999999999998,0.0059511555461325,0.6723999999999997,0.9881507101439432,0.0313218712954346,6,True,,
M2_N64_dephase_z_iid_p_d0.20000_twirl,2,64,dephase_z,iid_p,0.2,0.2,0.6399999999999997,0.973490668275017,0.36,0.0265093317249824,0.4623999999999998,0.9480269062989826,0.0736370325693957,6,True,,
M2_N64_dephase_z_iid_p_d0.30000_twirl,2,64,dephase_z,iid_p,0.3,0.3,0.4899999999999998,0.8924438084704802,0.5099999999999996,0.1075561915295192,0.3364,0.8017616330719658,0.2108944931951359,6,True,,
M2_N64_dephase_z_iid_p_d0.40000_twirl,2,64,dephase_z,iid_p,0.4,0.4,0.3599999999999999,0.6214129603389361,0.6399999999999997,0.3785870396610635,0.2704,0.4422413483027522,0.5915422494704121,6,True,,
M2_N64_dephase_z_iid_p_d0.50000_twirl,2,64,dephase_z,iid_p,0.5,0.5,0.25,0.2499999999999999,0.7499999999999999,0.7499999999999998,0.2500000000000002,0.2499999999999999,1.0,6,True,,
M2_N64_dephase_z_iid_p_d0.60000_twirl,2,64,dephase_z,iid_p,0.6,0.6,0.1599999999999999,0.0517589857140124,0.8399999999999999,0.9482410142859874,0.2704,0.4422413483027522,1.1288583503404614,6,True,,
M2_N64_dephase_z_iid_p_d0.70000_twirl,2,64,dephase_z,iid_p,0.7,0.7,0.09,0.0047654070139686,0.91,0.9952345929860312,0.3364000000000002,0.8017616330719655,1.0936643878967376,6,True,,
M2_N64_dephase_z_iid_p_d0.80000_twirl,2,64,dephase_z,iid_p,0.8,0.8,0.04,0.0003285316063349,0.9599999999999996,0.9996714683936644,0.4623999999999997,0.9480269062989825,1.041324446243401,6,True,,
M2_N64_dephase_z_iid_p_d0.90000_twirl,2,64,dephase_z,iid_p,0.9,0.9,0.01,1.7407853328391117e-05,0.9899999999999995,0.9999825921466708,0.6723999999999996,0.9881507101439426,1.0100834264107792,6,True,,
M2_N64_dephase_z_iid_p_d0.95000_twirl,2,64,dephase_z,iid_p,0.95,0.95,0.0025,2.240870319789034e-06,0.9974999999999994,0.9999977591296804,0.8190249999999993,0.9957594390967106,1.002504019177625,6,True,,
M2_N64_dephase_z_iid_p_d0.99000_twirl,2,64,dephase_z,iid_p,0.99,0.99,9.99999999999959e-05,5.4927858109121695e-08,0.9998999999999998,0.999999945072142,0.9607920399999998,0.9993369461589636,1.000099955067649,6,True,,
M2_N128_dephase_z_iid_p_d0.01000_twirl,2,128,dephase_z,iid_p,0.01,0.01,0.9800999999999996,0.9998340991110196,0.0198999999999998,0.0001659008889794,0.9607920399999998,0.9996682395044164,0.0083367280894178,7,True,,
M2_N128_dephase_z_iid_p_d0.10000_twirl,2,128,dephase_z,iid_p,0.1,0.1,0.8099999999999994,0.9969935566677236,0.1899999999999998,0.0030064433322757,0.6723999999999997,0.994000657949969,0.0158233859593458,7,True,,
M2_N128_dephase_z_iid_p_d0.20000_twirl,2,128,dephase_z,iid_p,0.2,0.2,0.6399999999999997,0.9861395032083968,0.36,0.0138604967916024,0.4623999999999998,0.9725659073295236,0.0385013799766734,7,True,,
M2_N128_dephase_z_iid_p_d0.30000_twirl,2,128,dephase_z,iid_p,0.3,0.3,0.4899999999999998,0.9364659326394118,0.5099999999999996,0.0635340673605876,0.3364,0.8788793758276341,0.124576602667819,7,True,,
M2_N128_dephase_z_iid_p_d0.40000_twirl,2,128,dephase_z,iid_p,0.4,0.4,0.3599999999999999,0.6948264716376686,0.6399999999999997,0.3051735283623308,0.2704,0.5207155101133795,0.4768336380661422,7,True,,
M2_N128_dephase_z_iid_p_d0.50000_twirl,2,128,dephase_z,iid_p,0.5,0.5,0.25,0.2499999999999998,0.7499999999999999,0.7499999999999998,0.2500000000000002,0.2499999999999999,1.0,7,True,,
M2_N128_dephase_z_iid_p_d0.60000_twirl,2,128,dephase_z,iid_p,0.6,0.6,0.1599999999999999,0.0339599319134853,0.8399999999999999,0.9660400680865144,0.2704,0.5207155101133795,1.1500477001029936,7,True,,
M2_N128_dephase_z_iid_p_d0.70000_twirl,2,128,dephase_z,iid_p,0.7,0.7,0.09,0.0017631324924116,0.91,0.9982368675075884,0.3364000000000002,0.878879375827634,1.0969635906676796,7,True,,
M2_N128_dephase_z_iid_p_d0.80000_twirl,2,128,dephase_z,iid_p,0.8,0.8,0.04,9.249136112103593e-05,0.9599999999999996,0.9999075086388785,0.4623999999999997,0.9725659073295236,1.0415703214988323,7,True,,
M2_N128_dephase_z_iid_p_d0.90000_twirl,2,128,dephase_z,iid_p,0.9,0.9,0.01,4.479660546535812e-06,0.9899999999999995,0.9999955203394528,0.6723999999999996,0.9940006579499684,1.010096485191367,7,True,,
M2_N128_dephase_z_iid_p_d0.95000_twirl,2,128,dephase_z,iid_p,0.95,0.95,0.0025,5.661349692376304e-07,0.9974999999999994,0.9999994338650308,0.8190249999999993,0.9978701619840796,1.002505698110307,7,True,,
M2_N128_dephase_z_iid_p_d0.99000_twirl,2,128,dephase_z,iid_p,0.99,0.99,9.99999999999959e-05,1.3754713659719361e-08,0.9998999999999998,0.999999986245286,0.9607920399999998,0.9996682395044167,1.0000999962449106,7,True,,
M2_N256_dephase_z_iid_p_d0.01000_twirl,2,256,dephase_z,iid_p,0.01,0.01,0.9800999999999996,0.9999170254756417,0.0198999999999998,8.297452435777897e-05,0.9607920399999998,0.9998340612781562,0.0041695740883306,8,True,,
M2_N256_dephase_z_iid_p_d0.10000_twirl,2,256,dephase_z,iid_p,0.1,0.1,0.8099999999999994,0.9984888859090876,0.1899999999999998,0.0015111140909116,0.6723999999999997,0.9969811953012352,0.0079532320574295,8,True,,
M2_N256_dephase_z_iid_p_d0.20000_twirl,2,256,dephase_z,iid_p,0.2,0.2,0.6399999999999997,0.9929030993729898,0.36,0.0070969006270095,0.4623999999999998,0.985881573516224,0.0197136128528043,8,True,,
M2_N256_dephase_z_iid_p_d0.30000_twirl,2,256,dephase_z,iid_p,0.3,0.3,0.4899999999999998,0.9647969941763108,0.5099999999999996,0.0352030058236885,0.3364,0.9314333216727194,0.0690255016150755,8,True,,
M2_N256_dephase_z_iid_p_d0.40000_twirl,2,256,dephase_z,iid_p,0.4,0.4,0.3599999999999999,0.7709550100497673,0.6399999999999997,0.2290449899502321,0.2704,0.6166781864373512,0.3578827967972378,8,True,,
M2_N256_dephase_z_iid_p_d0.50000_twirl,2,256,dephase_z,iid_p,0.5,0.5,0.25,0.2499999999999999,0.7499999999999999,0.7499999999999998,0.2500000000000002,0.2500000000000001,1.0,8,True,,
M2_N256_dephase_z_iid_p_d0.60000_twirl,2,256,dephase_z,iid_p,0.6,0.6,0.1599999999999999,0.0196658433127975,0.8399999999999999,0.980334156687202,0.2704,0.6166781864373512,1.1670644722466692,8,True,,
M2_N256_dephase_z_iid_p_d0.70000_twirl,2,256,dephase_z,iid_p,0.7,0.7,0.09,0.0005689772995009,0.91,0.9994310227004984,0.3364000000000002,0.9314333216727196,1.098275849121427,8,True,,
M2_N256_dephase_z_iid_p_d0.80000_twirl,2,256,dephase_z,iid_p,0.8,0.8,0.04,2.467852864555808e-05,0.9599999999999996,0.999975321471354,0.4623999999999997,0.9858815735162244,1.0416409598659944,8,True,,
M2_N256_dephase_z_iid_p_d0.90000_twirl,2,256,dephase_z,iid_p,0.9,0.9,0.01,1.1366266984280669e-06,0.9899999999999995,0.9999988633733012,0.6723999999999996,0.9969811953012347,1.010099861993234,8,True,,
M2_N256_dephase_z_iid_p_d0.95000_twirl,2,256,dephase_z,iid_p,0.95,0.95,0.0025,1.4228593914200613e-07,0.9974999999999994,0.9999998577140604,0.8190249999999993,0.9989326705849366,1.0025061230216152,8,True,,
M2_N256_dephase_z_iid_p_d0.99000_twirl,2,256,dephase_z,iid_p,0.99,0.99,9.99999999999959e-05,3.4415296168432966e-09,0.9998999999999998,0.9999999965584704,0.9607920399999998,0.9998340612781558,1.0001000065591263,8,True,,
M2_N512_dephase_z_iid_p_d0.01000_twirl,2,512,dephase_z,iid_p,0.01,0.01,0.9800999999999996,0.9999585067140022,0.0198999999999998,4.149328599725721e-05,0.9607920399999998,0.9999170160105084,0.0020850897486059,9,True,,
M2_N512_dephase_z_iid_p_d0.10000_twirl,2,512,dephase_z,iid_p,0.1,0.1,0.8099999999999994,0.9992424470431288,0.1899999999999998,0.0007575529568703,0.6723999999999997,0.9984857546992216,0.0039871208256333,9,True,,
M2_N512_dephase_z_iid_p_d0.20000_twirl,2,512,dephase_z,iid_p,0.2,0.2,0.6399999999999997,0.9964076867421952,0.36,0.0035923132578042,0.4623999999999998,0.9928347076804772,0.009978647938345,9,True,,
M2_N512_dephase_z_iid_p_d0.30000_twirl,2,512,dephase_z,iid_p,0.3,0.3,0.4899999999999998,0.981333988740082,0.5099999999999996,0.0186660112599171,0.3364,0.9631875538471107,0.036600022078269,9,True,,
M2_N512_dephase_z_iid_p_d0.40000_twirl,2,512,dephase_z,iid_p,0.4,0.4,0.3599999999999999,0.8419270299569608,0.6399999999999997,0.1580729700430387,0.2704,0.7199289982187234,0.246989015692248,9,True,,
M2_N512_dephase_z_iid_p_d0.50000_twirl,2,512,dephase_z,iid_p,0.5,0.5,0.25,0.2499999999999999,0.7499999999999999,0.7499999999999998,0.2500000000000002,0.25,1.0,9,True,,
M2_N512_dephase_z_iid_p_d0.60000_twirl,2,512,dephase_z,iid_p,0.6,0.6,0.1599999999999999,0.0098046817058452,0.8399999999999999,0.9901953182941552,0.2704,0.7199289982187234,1.178803950350185,9,True,,
M2_N512_dephase_z_iid_p_d0.70000_twirl,2,512,dephase_z,iid_p,0.7,0.7,0.09,0.000165800406214,0.91,0.9998341995937858,0.3364000000000002,0.9631875538471107,1.098718900652512,9,True,,
M2_N512_dephase_z_iid_p_d0.80000_twirl,2,512,dephase_z,iid_p,0.8,0.8,0.04,6.384988720603556e-06,0.9599999999999996,0.9999936150112794,0.4623999999999997,0.9928347076804768,1.04166001563675,9,True,,
M2_N512_dephase_z_iid_p_d0.90000_twirl,2,512,dephase_z,iid_p,0.9,0.9,0.01,2.862955603005757e-07,0.9899999999999995,0.99999971370444,0.6723999999999996,0.9984857546992216,1.0101007209135762,9,True,,
