run_id,M,N,noise,mode,delta,p_channel,fidelity_init,fidelity_final,eps_L_init,eps_L_final,error_reduction_ratio,max_depth
M5_N16_depolarizing_iid_p_d0.70000,5,16,depolarizing,iid_p,0.7,0.5249999999999999,0.1160290624999999,0.0949244887644286,0.8839709374999996,0.9062038536419276,1.0251511845002574,4
M5_N16_depolarizing_iid_p_d0.80000,5,16,depolarizing,iid_p,0.8,0.6000000000000001,0.0777599999999998,0.0655877343749998,0.9222399999999996,0.935279444118146,1.0141388837158944,4
M5_N16_depolarizing_iid_p_d0.90000,5,16,depolarizing,iid_p,0.9,0.675,0.0503284374999999,0.045221843877941,0.9496715624999992,0.9554340041035284,1.0060678257948037,4
M5_N16_depolarizing_iid_p_d0.95000,5,16,depolarizing,iid_p,0.95,0.7124999999999999,0.039883798828125,0.0375696732273815,0.9601162011718742,0.962999630709106,1.0030032089175376,4
M5_N16_depolarizing_iid_p_d0.99000,5,16,depolarizing,iid_p,0.99,0.7424999999999999,0.032844064065625,0.0324183262459177,0.9671559359343744,0.9680904150795884,1.0009662135241004,4
M5_N32_depolarizing_iid_p_d0.01000,5,32,depolarizing,iid_p,0.01,0.0075,0.9752487531218748,0.9691840207176904,0.0247512468781243,0.031017225600717,1.2531581036481303,5
M5_N32_depolarizing_iid_p_d0.10000,5,32,depolarizing,iid_p,0.1,0.075,0.7737809374999998,0.727917887813667,0.2262190624999994,0.2736184702048317,1.2095287955887113,5
M5_N32_depolarizing_iid_p_d0.50000,5,32,depolarizing,iid_p,0.5,0.375,0.2373046875,0.1859344320818704,0.7626953124999996,0.8160189351653232,1.0699147114075436,5
M5_N32_depolarizing_iid_p_d0.70000,5,32,depolarizing,iid_p,0.7,0.5249999999999999,0.1160290624999999,0.0902778354682677,0.8839709374999996,0.9110075741343572,1.0305854361126636,5
M5_N32_depolarizing_iid_p_d0.80000,5,32,depolarizing,iid_p,0.8,0.6000000000000001,0.0777599999999998,0.0628549121093749,0.9222399999999996,0.938156546333498,1.0172585729674473,5
M5_N32_depolarizing_iid_p_d0.90000,5,32,depolarizing,iid_p,0.9,0.675,0.0503284374999999,0.0440283054764704,0.9496715624999992,0.9567701010198012,1.0074747300015123,5
M5_N32_depolarizing_iid_p_d0.95000,5,32,depolarizing,iid_p,0.95,0.7124999999999999,0.039883798828125,0.0370124337337669,0.9601162011718742,0.9637021475441976,1.003734908720368,5
M5_N32_depolarizing_iid_p_d0.99000,5,32,depolarizing,iid_p,0.99,0.7424999999999999,0.032844064065625,0.0323127568798328,0.9671559359343744,0.9683450823573414,1.0012295291573825,5
M5_N64_depolarizing_iid_p_d0.01000,5,64,depolarizing,iid_p,0.01,0.0075,0.9752487531218748,0.967672974445024,0.0247512468781243,0.0326682734179424,1.31986374580649,6
M5_N64_depolarizing_iid_p_d0.10000,5,64,depolarizing,iid_p,0.1,0.075,0.7737809374999998,0.7168534621560614,0.2262190624999994,0.2857296481669374,1.2630661846498374,6
M5_N64_depolarizing_iid_p_d0.50000,5,64,depolarizing,iid_p,0.5,0.375,0.2373046875,0.175556696337766,0.7626953124999996,0.8275435867274985,1.08502513803964,6
M5_N64_depolarizing_iid_p_d0.70000,5,64,depolarizing,iid_p,0.7,0.5249999999999999,0.1160290624999999,0.0855769410830467,0.8839709374999996,0.9164042266742024,1.0366904473872514,6
M5_N64_depolarizing_iid_p_d0.80000,5,64,depolarizing,iid_p,0.8,0.6000000000000001,0.0777599999999998,0.0602643185118493,0.9222399999999996,0.9412798155387728,1.02064518513486,6
M5_N64_depolarizing_iid_p_d0.90000,5,64,depolarizing,iid_p,0.9,0.675,0.0503284374999999,0.0429813941450035,0.9496715624999992,0.9582323595709036,1.0090144818576732,6
M5_N64_depolarizing_iid_p_d0.95000,5,64,depolarizing,iid_p,0.95,0.7124999999999999,0.039883798828125,0.0365447372771837,0.9601162011718742,0.9645416026200728,1.0046092352600624,6
M5_N64_depolarizing_iid_p_d0.99000,5,64,depolarizing,iid_p,0.99,0.7424999999999999,0.032844064065625,0.0322274596677449,0.9671559359343744,0.968773562792419,1.0016725605436951,6
M5_N128_depolarizing_iid_p_d0.01000,5,128,depolarizing,iid_p,0.01,0.0075,0.9752487531218748,0.9661642840312964,0.0247512468781243,0.0343053856514709,1.3860063624427237,7
M5_N128_depolarizing_iid_p_d0.10000,5,128,depolarizing,iid_p,0.1,0.075,0.7737809374999998,0.7059572168896543,0.2262190624999994,0.297542678894989,1.3152856156628698,7
M5_N128_depolarizing_iid_p_d0.50000,5,128,depolarizing,iid_p,0.5,0.375,0.2373046875,0.1657581830537977,0.7626953124999996,0.8382231571006586,1.0990275452894689,7
M5_N128_depolarizing_iid_p_d0.70000,5,128,depolarizing,iid_p,0.7,0.5249999999999999,0.1160290624999999,0.0811208289071728,0.8839709374999996,0.921446845424723,1.042394954782915,7
M5_N128_depolarizing_iid_p_d0.80000,5,128,depolarizing,iid_p,0.8,0.6000000000000001,0.0777599999999998,0.057780497399756,0.9222399999999996,0.9442583000514516,1.02387480487883,7
M5_N128_depolarizing_iid_p_d0.90000,5,128,depolarizing,iid_p,0.9,0.675,0.0503284374999999,0.0419593764205945,0.9496715624999992,0.9596866309148736,1.0105458232196716,7
M5_N128_depolarizing_iid_p_d0.95000,5,128,depolarizing,iid_p,0.95,0.7124999999999999,0.039883798828125,0.0360829507258251,0.9601162011718742,0.965413270386302,1.0055171126244538,7
M5_N128_depolarizing_iid_p_d0.99000,5,128,depolarizing,iid_p,0.99,0.7424999999999999,0.032844064065625,0.0321423876179486,0.9671559359343744,0.9692542557398588,1.002169577549516,7
M5_N256_depolarizing_iid_p_d0.01000,5,256,depolarizing,iid_p,0.01,0.0075,0.9752487531218748,0.9646579458035076,0.0247512468781243,0.0359299578088057,1.4516423348579404,8
M5_N256_depolarizing_iid_p_d0.10000,5,256,depolarizing,iid_p,0.1,0.075,0.7737809374999998,0.6952265956554566,0.2262190624999994,0.30907696779063,1.3662728700886149,8
M5_N256_depolarizing_iid_p_d0.50000,5,256,depolarizing,iid_p,0.5,0.375,0.2373046875,0.1565065635345159,0.7626953124999996,0.8481389658395647,1.1120285544426565,8
M5_N256_depolarizing_iid_p_d0.70000,5,256,depolarizing,iid_p,0.7,0.5249999999999999,0.1160290624999999,0.0768967527853183,0.8839709374999996,0.9261622949973672,1.047729349130743,8
M5_N256_depolarizing_iid_p_d0.80000,5,256,depolarizing,iid_p,0.8,0.6000000000000001,0.0777599999999998,0.0553990480968729,0.9222399999999996,0.947098282379028,1.0269542444255602,8
M5_N256_depolarizing_iid_p_d0.90000,5,256,depolarizing,iid_p,0.9,0.675,0.0503284374999999,0.0409616603795018,0.9496715624999992,0.9611321845644624,1.012067984887631,8
M5_N256_depolarizing_iid_p_d0.95000,5,256,depolarizing,iid_p,0.95,0.7124999999999999,0.039883798828125,0.0356269994009561,0.9601162011718742,0.9663176480569134,1.0064590586821367,8
M5_N256_depolarizing_iid_p_d0.99000,5,256,depolarizing,iid_p,0.99,0.7424999999999999,0.032844064065625,0.0320575401360747,0.9671559359343744,0.9697903262669352,1.0027238527259987,8
M5_N512_depolarizing_iid_p_d0.01000,5,512,depolarizing,iid_p,0.01,0.0075,0.9752487531218748,0.9631539560943864,0.0247512468781243,0.0375431591922498,1.516818905209626,9
M5_N512_depolarizing_iid_p_d0.10000,5,512,depolarizing,iid_p,0.1,0.075,0.7737809374999998,0.6846590809513957,0.2262190624999994,0.3203491391362664,1.4161014354670802,9
M5_N512_depolarizing_iid_p_d0.50000,5,512,depolarizing,iid_p,0.5,0.375,0.2373046875,0.1477713134767755,0.7626953124999996,0.8573613332186629,1.1241203651932283,9
M5_N512_depolarizing_iid_p_d0.70000,5,512,depolarizing,iid_p,0.7,0.5249999999999999,0.1160290624999999,0.0728926302724642,0.8839709374999996,0.9305748150135252,1.052721051718429,9
M5_N512_depolarizing_iid_p_d0.80000,5,512,depolarizing,iid_p,0.8,0.6000000000000001,0.0777599999999998,0.0531157513028366,0.9222399999999996,0.9498054526352352,1.029889673658956,9
M5_N512_depolarizing_iid_p_d0.90000,5,512,depolarizing,iid_p,0.9,0.675,0.0503284374999999,0.0399876681728312,0.9496715624999992,0.9625672975546667,1.0135791525869424,9
M5_N512_depolarizing_iid_p_d0.95000,5,512,depolarizing,iid_p,0.95,0.7124999999999999,0.039883798828125,0.035176809567497,0.9601162011718742,0.9672536709546626,1.0074339645285402,9
M5_N512_depolarizing_iid_p_d0.99000,5,512,depolarizing,iid_p,0.99,0.7424999999999999,0.032844064065625,0.0319729166293224,0.9671559359343744,0.970383035012308,1.0033366895223734,9
M5_N1024_depolarizing_iid_p_d0.01000,5,1024,depolarizing,iid_p,0.01,0.0075,0.9752487531218748,0.9616523112423768,0.0247512468781243,0.0391459789574369,1.5815760373686436,10
M5_N1024_depolarizing_iid_p_d0.10000,5,1024,depolarizing,iid_p,0.1,0.075,0.7737809374999998,0.6742521935416851,0.2262190624999994,0.331373594303923,1.4648349729763546,10
M5_N1024_depolarizing_iid_p_d0.50000,5,1024,depolarizing,iid_p,0.5,0.375,0.2373046875,0.1395236122594671,0.7626953124999996,0.8659515979795683,1.135383401192162,10
M5_N1024_depolarizing_iid_p_d0.70000,5,1024,depolarizing,iid_p,0.7,0.5249999999999999,0.1160290624999999,0.0690970080735661,0.8839709374999996,0.934706368407166,1.0573949083107343,10
M5_N1024_depolarizing_iid_p_d0.80000,5,1024,depolarizing,iid_p,0.8,0.6000000000000001,0.0777599999999998,0.0509265616176542,0.9222399999999996,0.9523849936996536,1.0326867124605896,10
M5_N1024_depolarizing_iid_p_d0.90000,5,1024,depolarizing,iid_p,0.9,0.675,0.0503284374999999,0.0390368356918617,0.9496715624999992,0.9639892017194758,1.015076411450908,10
M5_N1024_depolarizing_iid_p_d0.95000,5,1024,depolarizing,iid_p,0.95,0.7124999999999999,0.039883798828125,0.0347323084220992,0.9601162011718742,0.9682183767761212,1.0084387448043872,10
M5_N1024_depolarizing_iid_p_d0.99000,5,1024,depolarizing,iid_p,0.99,0.7424999999999999,0.032844064065625,0.0318885165064563,0.9671559359343744,0.9710310085016738,1.0040066678219324,10
M6_N2_depolarizing_iid_p_d0.01000,6,2,depolarizing,iid_p,0.01,0.0075,0.9703725093562648,0.9691626142866026,0.0296274906437336,0.0308777918081613,1.0422007108014089,1
M6_N2_depolarizing_iid_p_d0.10000,6,2,depolarizing,iid_p,0.1,0.075,0.735091890625,0.7261636490384608,0.2649081093749995,0.2741422058856103,1.0348577343758818,1
M6_N2_depolarizing_iid_p_d0.50000,6,2,depolarizing,iid_p,0.5,0.375,0.177978515625,0.1695033482142855,0.8220214843750004,0.8308163804581467,1.0106991073230076,1
M6_N2_depolarizing_iid_p_d0.70000,6,2,depolarizing,iid_p,0.7,0.5249999999999999,0.0754188906249999,0.0717270568181818,0.9245811093749992,0.9284286290460408,1.0041613652193722,1
M6_N2_depolarizing_iid_p_d0.80000,6,2,depolarizing,iid_p,0.8,0.6000000000000001,0.0466559999999999,0.0447119999999998,0.9533439999999996,0.9553835841572782,1.0021394000038584,1
M6_N2_depolarizing_iid_p_d0.90000,6,2,depolarizing,iid_p,0.9,0.675,0.0276806406249999,0.026950066532258,0.9723193593749996,0.9731034957575146,1.0008064597037534,1
M6_N2_depolarizing_iid_p_d0.95000,6,2,depolarizing,iid_p,0.95,0.7124999999999999,0.0209389943847656,0.0206284238201203,0.9790610056152336,0.9794102093628516,1.0003566721027757,1
M6_N2_depolarizing_iid_p_d0.99000,6,2,depolarizing,iid_p,0.99,0.7424999999999999,0.0165862523531406,0.016532239689644,0.9834137476468588,0.9834969395686616,1.0000845950364248,1
M6_N4_depolarizing_iid_p_d0.01000,6,4,depolarizing,iid_p,0.01,0.0075,0.9703725093562648,0.9679542277572846,0.0296274906437336,0.0321237668083364,1.084255403018102,2
M6_N4_depolarizing_iid_p_d0.10000,6,4,depolarizing,iid_p,0.1,0.075,0.735091890625,0.7173438476331362,0.2649081093749995,0.2832374959990747,1.069191489333112,2
M6_N4_depolarizing_iid_p_d0.50000,6,4,depolarizing,iid_p,0.5,0.375,0.177978515625,0.1614317602040815,0.8220214843750004,0.8391461589750914,1.020832392979499,2
M6_N4_depolarizing_iid_p_d0.70000,6,4,depolarizing,iid_p,0.7,0.5249999999999999,0.0754188906249999,0.0682159421487603,0.9245811093749992,0.9320682016839484,1.0080978209840457,2
M6_N4_depolarizing_iid_p_d0.80000,6,4,depolarizing,iid_p,0.8,0.6000000000000001,0.0466559999999999,0.0428489999999999,0.9533439999999996,0.9573297740410468,1.0041808350826638,2
M6_N4_depolarizing_iid_p_d0.90000,6,4,depolarizing,iid_p,0.9,0.675,0.0276806406249999,0.026238774453694,0.9723193593749996,0.9738659679395212,1.0015906384559865,2
M6_N4_depolarizing_iid_p_d0.95000,6,4,depolarizing,iid_p,0.95,0.7124999999999999,0.0209389943847656,0.0203224596885183,0.9790610056152336,0.9797555397336812,1.0007093879895783,2
M6_N4_depolarizing_iid_p_d0.99000,6,4,depolarizing,iid_p,0.99,0.7424999999999999,0.0165862523531406,0.0164784029168643,0.9834137476468588,0.9835823698323218,1.0001714661665717,2
M6_N8_depolarizing_iid_p_d0.01000,6,8,depolarizing,iid_p,0.01,0.0075,0.9703725093562648,0.9667473478874092,0.0296274906437336,0.0333656955313612,1.1261735235217525,3
M6_N8_depolarizing_iid_p_d0.10000,6,8,depolarizing,iid_p,0.1,0.075,0.735091890625,0.7086311693218017,0.2649081093749995,0.2921984480067369,1.1030181321973258,3
M6_N8_depolarizing_iid_p_d0.50000,6,8,depolarizing,iid_p,0.5,0.375,0.177978515625,0.1537445335276966,0.8220214843750004,0.8470394144658864,1.0304346426053663,3
M6_N8_depolarizing_iid_p_d0.70000,6,8,depolarizing,iid_p,0.7,0.5249999999999999,0.0754188906249999,0.0648767002253943,0.9245811093749992,0.935512417610314,1.011822984619169,3
M6_N8_depolarizing_iid_p_d0.80000,6,8,depolarizing,iid_p,0.8,0.6000000000000001,0.0466559999999999,0.0410636249999999,0.9533439999999996,0.9591872322080924,1.0061291959755267,3
M6_N8_depolarizing_iid_p_d0.90000,6,8,depolarizing,iid_p,0.9,0.675,0.0276806406249999,0.0255462554798428,0.9723193593749996,0.9746073944631044,1.0023531724078554,3
M6_N8_depolarizing_iid_p_d0.95000,6,8,depolarizing,iid_p,0.95,0.7124999999999999,0.0209389943847656,0.0200210336665964,0.9790610056152336,0.9800970926419096,1.0010582456258943,3
M6_N8_depolarizing_iid_p_d0.99000,6,8,depolarizing,iid_p,0.99,0.7424999999999999,0.0165862523531406,0.0164247414620184,0.9834137476468588,0.9836702010502972,1.00026077874552,3
M6_N16_depolarizing_iid_p_d0.01000,6,16,depolarizing,iid_p,0.01,0.0075,0.9703725093562648,0.9655419727984202,0.0296274906437336,0.0346038216259324,1.1679632960495518,4
M6_N16_depolarizing_iid_p_d0.10000,6,16,depolarizing,iid_p,0.1,0.075,0.735091890625,0.7000243130142497,0.2649081093749995,0.3010291127602904,1.136352954503777,4
M6_N16_depolarizing_iid_p_d0.50000,6,16,depolarizing,iid_p,0.5,0.375,0.177978515625,0.1464233652644728,0.8220214843750004,0.8545224511086147,1.039537855580898,4
M6_N16_depolarizing_iid_p_d0.70000,6,16,depolarizing,iid_p,0.7,0.5249999999999999,0.0754188906249999,0.0617009176968786,0.9245811093749992,0.938772945623498,1.015349476757201,4
M6_N16_depolarizing_iid_p_d0.80000,6,16,depolarizing,iid_p,0.8,0.6000000000000001,0.0466559999999999,0.0393526406249999,0.9533439999999996,0.9609603517517928,1.0079890907707951,4
M6_N16_depolarizing_iid_p_d0.90000,6,16,depolarizing,iid_p,0.9,0.675,0.0276806406249999,0.0248720141328675,0.9723193593749996,0.9753283713274704,1.0030946745258729,4
M6_N16_depolarizing_iid_p_d0.95000,6,16,depolarizing,iid_p,0.95,0.7124999999999999,0.0209389943847656,0.0197240784443752,0.9790610056152336,0.9804349552770456,1.001403334065939,4
M6_N16_depolarizing_iid_p_d0.99000,6,16,depolarizing,iid_p,0.99,0.7424999999999999,0.0165862523531406,0.0163712547541884,0.9834137476468588,0.9837605921330091,1.000352694363873,4
M6_N32_depolarizing_iid_p_d0.01000,6,32,depolarizing,iid_p,0.01,0.0075,0.9703725093562648,0.9643381006141016,0.0296274906437336,0.03583835834229,1.2096319183167157,5
M6_N32_depolarizing_iid_p_d0.10000,6,32,depolarizing,iid_p,0.1,0.075,0.735091890625,0.6915219934229835,0.2649081093749995,0.3097331866320311,1.1692099096656112,5
M6_N32_depolarizing_iid_p_d0.50000,6,32,depolarizing,iid_p,0.5,0.375,0.177978515625,0.1394508240614028,0.8220214843750004,0.86161953705884,1.0481715544380774,5
M6_N32_depolarizing_iid_p_d0.70000,6,32,depolarizing,iid_p,0.7,0.5249999999999999,0.0754188906249999,0.058680593054374,0.9245811093749992,0.9418606193954754,1.0186890147822258,5
M6_N32_depolarizing_iid_p_d0.80000,6,32,depolarizing,iid_p,0.8,0.6000000000000001,0.0466559999999999,0.0377129472656249,0.9533439999999996,0.9626532754602168,1.009764865001738,5
M6_N32_depolarizing_iid_p_d0.90000,6,32,depolarizing,iid_p,0.9,0.675,0.0276806406249999,0.0242155680120587,0.9723193593749996,0.9760294728448272,1.0038157354721524,5
M6_N32_depolarizing_iid_p_d0.95000,6,32,depolarizing,iid_p,0.95,0.7124999999999999,0.0209389943847656,0.0194315277102276,0.9790610056152336,0.9807692049767964,1.0017447323014257,5
M6_N32_depolarizing_iid_p_d0.99000,6,32,depolarizing,iid_p,0.99,0.7424999999999999,0.0165862523531406,0.0163179422243155,0.9834137476468588,0.9838536941702372,1.0004473666596905,5
M6_N64_depolarizing_iid_p_d0.01000,6,64,depolarizing,iid_p,0.01,0.0075,0.9703725093562648,0.9631357294605792,0.0296274906437336,0.037069493258038,1.2511857215244238,6
M6_N64_depolarizing_iid_p_d0.10000,6,64,depolarizing,iid_p,0.1,0.075,0.735091890625,0.6831229408712878,0.2649081093749995,0.3183140628093764,1.201601806605234,6
M6_N64_depolarizing_iid_p_d0.50000,6,64,depolarizing,iid_p,0.5,0.375,0.177978515625,0.1328103086299074,0.8220214843750004,0.8683531213057405,1.056363048668937,6
M6_N64_depolarizing_iid_p_d0.70000,6,64,depolarizing,iid_p,0.7,0.5249999999999999,0.0754188906249999,0.0558081164712928,0.9245811093749992,0.9447855135133744,1.0218524950742645,6
M6_N64_depolarizing_iid_p_d0.80000,6,64,depolarizing,iid_p,0.8,0.6000000000000001,0.0466559999999999,0.0361415744628905,0.9533439999999996,0.964269913259326,1.0114606199434055,6
M6_N64_depolarizing_iid_p_d0.90000,6,64,depolarizing,iid_p,0.9,0.675,0.0276806406249999,0.0235764474486906,0.9723193593749996,0.976711252500338,1.0045169244888446,6
M6_N64_depolarizing_iid_p_d0.95000,6,64,depolarizing,iid_p,0.95,0.7124999999999999,0.0209389943847656,0.0191433161360712,0.9790610056152336,0.9810999081685602,1.0020825081804228,6
M6_N64_depolarizing_iid_p_d0.99000,6,64,depolarizing,iid_p,0.99,0.7424999999999999,0.0165862523531406,0.0162648033051942,0.9834137476468588,0.9839496458068914,1.0005449366162664,6
M6_N128_depolarizing_iid_p_d0.01000,6,128,depolarizing,iid_p,0.01,0.0075,0.9703725093562648,0.9616341130255552,0.029627490643733663,0.03869150639891953,1.3059326172499508,7
