run_id,M,N,noise,mode,delta,p_channel,fidelity_init,fidelity_final,eps_L_init,eps_L_final,purity_init,purity_final,error_reduction_ratio,max_depth,twirling_enabled,bloch_r_init,bloch_r_final
M1_N4_depolarizing_iid_p_d0.50000,1,4,depolarizing,iid_p,0.5,0.375,0.75,0.8642732049036776,0.2499999999999998,0.135726795096322,0.6250000000000002,0.7653899356215937,0.5429071803852886,2,False,0.5000000000000001,0.7285464098073556
M1_N4_depolarizing_iid_p_d0.60000,1,4,depolarizing,iid_p,0.6,0.4499999999999999,0.7,0.8109777099837623,0.2999999999999999,0.1890222900162376,0.5800000000000002,0.6934142722134901,0.6300743000541256,2,False,0.4,0.6219554199675246
M1_N4_depolarizing_iid_p_d0.70000,1,4,depolarizing,iid_p,0.7,0.5249999999999999,0.6499999999999999,0.7465073144464055,0.3499999999999998,0.2534926855535942,0.5449999999999999,0.6215317121511582,0.7242648158674124,2,False,0.3000000000000001,0.4930146288928113
M1_N4_depolarizing_iid_p_d0.80000,1,4,depolarizing,iid_p,0.8,0.6000000000000001,0.5999999999999998,0.6714801444043319,0.3999999999999999,0.3285198555956679,0.52,0.5588108798498611,0.8212996389891698,2,False,0.1999999999999998,0.342960288808664
M1_N4_depolarizing_iid_p_d0.90000,1,4,depolarizing,iid_p,0.9,0.675,0.5499999999999998,0.5880751125627733,0.4499999999999999,0.4119248874372263,0.5049999999999998,0.5155144509058903,0.915388638749392,2,False,0.0999999999999999,0.1761502251255471
M1_N4_depolarizing_iid_p_d0.95000,1,4,depolarizing,iid_p,0.95,0.7124999999999999,0.525,0.5443418559568102,0.4749999999999998,0.4556581440431896,0.50125,0.503932400379389,0.9592803032488209,2,False,0.0500000000000001,0.0886837119136204
M1_N4_depolarizing_iid_p_d0.99000,1,4,depolarizing,iid_p,0.99,0.7424999999999999,0.505,0.5088880659373767,0.4949999999999998,0.491111934062623,0.50005,0.5001579954322142,0.9921453213386328,2,False,0.0100000000000001,0.0177761318747537
M1_N8_depolarizing_iid_p_d0.01000,1,8,depolarizing,iid_p,0.01,0.0075,0.995,0.999363931303994,0.0049999999999998,0.0006360686960055,0.99005,0.9987286717747608,0.1272137392011193,3,False,0.99,0.9987278626079886
M1_N8_depolarizing_iid_p_d0.10000,1,8,depolarizing,iid_p,0.1,0.075,0.9499999999999998,0.9925122091894504,0.0499999999999998,0.0074877908105493,0.905,0.9851365524013462,0.1497558162109872,3,False,0.9,0.9850244183789012
M1_N8_depolarizing_iid_p_d0.20000,1,8,depolarizing,iid_p,0.2,0.15,0.8999999999999999,0.9818389551479724,0.0999999999999998,0.0181610448520272,0.8200000000000003,0.96433755739618,0.1816104485202732,3,False,0.8,0.9636779102959452
M1_N8_depolarizing_iid_p_d0.30000,1,8,depolarizing,iid_p,0.3,0.2249999999999999,0.8499999999999999,0.9665338228311936,0.1499999999999998,0.033466177168806,0.7450000000000001,0.9353076156909756,0.2231078477920406,3,False,0.7000000000000001,0.9330676456623876
M1_N8_depolarizing_iid_p_d0.40000,1,8,depolarizing,iid_p,0.4,0.3,0.7999999999999999,0.9444772593030124,0.1999999999999998,0.0555227406969874,0.6800000000000002,0.8951200680750347,0.2776137034849373,3,False,0.6000000000000001,0.8889545186060249
M1_N8_depolarizing_iid_p_d0.50000,1,8,depolarizing,iid_p,0.5,0.375,0.75,0.9126829971707268,0.2499999999999998,0.087317002829273,0.6250000000000002,0.8406145123076283,0.3492680113170925,3,False,0.5000000000000001,0.8253659943414536
M1_N8_depolarizing_iid_p_d0.60000,1,8,depolarizing,iid_p,0.6,0.4499999999999999,0.7,0.8672789524529967,0.2999999999999999,0.1327210475470031,0.5800000000000002,0.7697876578299414,0.4424034918233438,3,False,0.4,0.7345579049059936
M1_N8_depolarizing_iid_p_d0.70000,1,8,depolarizing,iid_p,0.7,0.5249999999999999,0.6499999999999999,0.8040425452048466,0.3499999999999998,0.195957454795153,0.5449999999999999,0.6848837385892828,0.5598784422718661,3,False,0.3000000000000001,0.6080850904096937
M1_N8_depolarizing_iid_p_d0.80000,1,8,depolarizing,iid_p,0.8,0.6000000000000001,0.5999999999999998,0.7200140461180874,0.3999999999999999,0.2799859538819123,0.52,0.596812360978504,0.6999648847047808,3,False,0.1999999999999998,0.4400280922361752
M1_N8_depolarizing_iid_p_d0.90000,1,8,depolarizing,iid_p,0.9,0.675,0.5499999999999998,0.6162313068148272,0.4499999999999999,0.3837686931851725,0.5049999999999998,0.527019433367765,0.8528193181892724,3,False,0.0999999999999999,0.2324626136296547
M1_N8_depolarizing_iid_p_d0.95000,1,8,depolarizing,iid_p,0.95,0.7124999999999999,0.525,0.5589678843884529,0.4749999999999998,0.4410321156115468,0.50125,0.5069544227784999,0.9284886644453622,3,False,0.0500000000000001,0.117935768776906
M1_N8_depolarizing_iid_p_d0.99000,1,8,depolarizing,iid_p,0.99,0.7424999999999999,0.505,0.5118495064712381,0.4949999999999998,0.4881504935287617,0.50005,0.5002808216072239,0.986162613189418,3,False,0.0100000000000001,0.0236990129424763
M1_N16_depolarizing_iid_p_d0.01000,1,16,depolarizing,iid_p,0.01,0.0075,0.995,0.9996815609400216,0.0049999999999998,0.0003184390599782,0.99005,0.9993633246869132,0.0636878119956517,4,False,0.99,0.9993631218800432
M1_N16_depolarizing_iid_p_d0.10000,1,16,depolarizing,iid_p,0.1,0.075,0.9499999999999998,0.9961998292698572,0.0499999999999998,0.0038001707301426,0.905,0.992428541134871,0.0760034146028522,4,False,0.9,0.9923996585397146
M1_N16_depolarizing_iid_p_d0.20000,1,16,depolarizing,iid_p,0.2,0.15,0.8999999999999999,0.9905867154387378,0.0999999999999998,0.009413284561262,0.8200000000000003,0.9813506507299384,0.0941328456126201,4,False,0.8,0.9811734308774758
M1_N16_depolarizing_iid_p_d0.30000,1,16,depolarizing,iid_p,0.3,0.2249999999999999,0.8499999999999999,0.98212885543224,0.1499999999999998,0.0178711445677597,0.7450000000000001,0.9648964664808038,0.119140963785065,4,False,0.7000000000000001,0.9642577108644804
M1_N16_depolarizing_iid_p_d0.40000,1,16,depolarizing,iid_p,0.4,0.3,0.7999999999999999,0.9690755660188743,0.1999999999999998,0.0309244339811254,0.6800000000000002,0.9400637732718548,0.1546221699056272,4,False,0.6000000000000001,0.9381511320377488
M1_N16_depolarizing_iid_p_d0.50000,1,16,depolarizing,iid_p,0.5,0.375,0.75,0.9484187149576851,0.2499999999999998,0.0515812850423144,0.6250000000000002,0.902158687848604,0.206325140169258,4,False,0.5000000000000001,0.8968374299153709
M1_N16_depolarizing_iid_p_d0.60000,1,16,depolarizing,iid_p,0.6,0.4499999999999999,0.7,0.9150542589988934,0.2999999999999999,0.0849457410011063,0.5800000000000002,0.8445400758262412,0.2831524700036877,4,False,0.4,0.8301085179977872
M1_N16_depolarizing_iid_p_d0.70000,1,16,depolarizing,iid_p,0.7,0.5249999999999999,0.6499999999999999,0.8609062610568194,0.3499999999999998,0.1390937389431803,0.5449999999999999,0.7605066585400264,0.3974106826948012,4,False,0.3000000000000001,0.7218125221136391
M1_N16_depolarizing_iid_p_d0.80000,1,16,depolarizing,iid_p,0.8,0.6000000000000001,0.5999999999999998,0.7755665618510944,0.3999999999999999,0.2244334381489053,0.52,0.6518738600208661,0.5610835953722635,4,False,0.1999999999999998,0.551133123702189
M1_N16_depolarizing_iid_p_d0.90000,1,16,depolarizing,iid_p,0.9,0.675,0.5499999999999998,0.652232911088086,0.4499999999999999,0.3477670889119137,0.5049999999999998,0.5463497184367061,0.7728157531375862,4,False,0.0999999999999999,0.3044658221761723
M1_N16_depolarizing_iid_p_d0.95000,1,16,depolarizing,iid_p,0.95,0.7124999999999999,0.525,0.5782610057704716,0.4749999999999998,0.4217389942295281,0.50125,0.5122495700484117,0.887871566799007,4,False,0.0500000000000001,0.1565220115409434
M1_N16_depolarizing_iid_p_d0.99000,1,16,depolarizing,iid_p,0.99,0.7424999999999999,0.505,0.5157963846509002,0.4949999999999998,0.4842036153490996,0.50005,0.5004990515360784,0.9781891219173736,4,False,0.0100000000000001,0.0315927693018004
M1_N32_depolarizing_iid_p_d0.01000,1,32,depolarizing,iid_p,0.01,0.0075,0.995,0.9998406790504356,0.0049999999999998,0.0001593209495642,0.99005,0.9996814088672016,0.0318641899128457,5,False,0.99,0.9996813581008712
M1_N32_depolarizing_iid_p_d0.10000,1,32,depolarizing,iid_p,0.1,0.075,0.9499999999999998,0.9980854460027216,0.0499999999999998,0.001914553997278,0.905,0.9961782230394608,0.0382910799455616,5,False,0.9,0.9961708920054436
M1_N32_depolarizing_iid_p_d0.20000,1,32,depolarizing,iid_p,0.2,0.15,0.8999999999999999,0.9952043347380268,0.0999999999999998,0.004795665261973,0.8200000000000003,0.9904546662866636,0.04795665261973,5,False,0.8,0.9904086694760538
M1_N32_depolarizing_iid_p_d0.30000,1,32,depolarizing,iid_p,0.3,0.2249999999999999,0.8499999999999999,0.9907422489244424,0.1499999999999998,0.0092577510755572,0.7450000000000001,0.9816559097588392,0.0617183405037151,5,False,0.7000000000000001,0.9814844978488853
M1_N32_depolarizing_iid_p_d0.40000,1,32,depolarizing,iid_p,0.4,0.3,0.7999999999999999,0.9835671615348948,0.1999999999999998,0.0164328384651049,0.6800000000000002,0.9676743994298302,0.0821641923255248,5,False,0.6000000000000001,0.96713432306979
M1_N32_depolarizing_iid_p_d0.50000,1,32,depolarizing,iid_p,0.5,0.375,0.75,0.9714840226762148,0.2499999999999998,0.0285159773237847,0.6250000000000002,0.9445943672778916,0.114063909295139,5,False,0.5000000000000001,0.9429680453524304
M1_N32_depolarizing_iid_p_d0.60000,1,32,depolarizing,iid_p,0.6,0.4499999999999999,0.7,0.9500355014655614,0.2999999999999999,0.0499644985344384,0.5800000000000002,0.9050639051587188,0.166548328448128,5,False,0.4,0.900071002931123
M1_N32_depolarizing_iid_p_d0.70000,1,32,depolarizing,iid_p,0.7,0.5249999999999999,0.6499999999999999,0.9100027220074433,0.3499999999999998,0.0899972779925566,0.5449999999999999,0.8362044641070254,0.2571350799787335,5,False,0.3000000000000001,0.8200054440148864
M1_N32_depolarizing_iid_p_d0.80000,1,32,depolarizing,iid_p,0.8,0.6000000000000001,0.5999999999999998,0.8336411677918475,0.3999999999999999,0.1663588322081521,0.52,0.7226328576910157,0.4158970805203805,5,False,0.1999999999999998,0.6672823355836954
M1_N32_depolarizing_iid_p_d0.90000,1,32,depolarizing,iid_p,0.9,0.675,0.5499999999999998,0.6968932503081995,0.4499999999999999,0.3031067496918003,0.5049999999999998,0.5775339040338547,0.6735705548706674,5,False,0.0999999999999999,0.3937865006163992
M1_N32_depolarizing_iid_p_d0.95000,1,32,depolarizing,iid_p,0.95,0.7124999999999999,0.525,0.6035027647823584,0.4749999999999998,0.3964972352176414,0.50125,0.5214256446351845,0.8347310215108243,5,False,0.0500000000000001,0.2070055295647169
M1_N32_depolarizing_iid_p_d0.99000,1,32,depolarizing,iid_p,0.99,0.7424999999999999,0.505,0.5210548412339604,0.4949999999999998,0.4789451587660394,0.50005,0.5008866126787745,0.9675659773051304,5,False,0.0100000000000001,0.042109682467921
M1_N64_depolarizing_iid_p_d0.01000,1,64,depolarizing,iid_p,0.01,0.0075,0.995,0.999920314140031,0.0049999999999998,7.968585996875888e-05,0.99005,0.9998406409797348,0.0159371719937522,6,False,0.99,0.9998406282800624
M1_N64_depolarizing_iid_p_d0.10000,1,64,depolarizing,iid_p,0.1,0.075,0.9499999999999998,0.999039053982181,0.0499999999999998,0.0009609460178188,0.905,0.9980799547988604,0.0192189203563764,6,False,0.9,0.998078107964362
M1_N64_depolarizing_iid_p_d0.20000,1,64,depolarizing,iid_p,0.2,0.15,0.8999999999999999,0.9975791140843876,0.0999999999999998,0.0024208859156121,0.8200000000000003,0.9951699495460083,0.0242088591561212,6,False,0.8,0.9951582281687756
M1_N64_depolarizing_iid_p_d0.30000,1,64,depolarizing,iid_p,0.3,0.2249999999999999,0.8499999999999999,0.9952850255261158,0.1499999999999998,0.0047149744738839,0.7450000000000001,0.9906145130208108,0.0314331631592261,6,False,0.7000000000000001,0.990570051052232
M1_N64_depolarizing_iid_p_d0.40000,1,64,depolarizing,iid_p,0.4,0.3,0.7999999999999999,0.9915113615088118,0.1999999999999998,0.0084886384911878,0.6800000000000002,0.983166836984492,0.0424431924559393,6,False,0.6000000000000001,0.983022723017624
M1_N64_depolarizing_iid_p_d0.50000,1,64,depolarizing,iid_p,0.5,0.375,0.75,0.9849176060673406,0.2499999999999998,0.0150823939326591,0.6250000000000002,0.9702901693481614,0.0603295757306366,6,False,0.5000000000000001,0.9698352121346816
M1_N64_depolarizing_iid_p_d0.60000,1,64,depolarizing,iid_p,0.6,0.4499999999999999,0.7,0.9724623675320404,0.2999999999999999,0.0275376324679594,0.5800000000000002,0.9464413774679616,0.0917921082265316,6,False,0.4,0.9449247350640808
M1_N64_depolarizing_iid_p_d0.70000,1,64,depolarizing,iid_p,0.7,0.5249999999999999,0.6499999999999999,0.94657632635354,0.3499999999999998,0.0534236736464597,0.5449999999999999,0.8988608305188472,0.1526390675613135,6,False,0.3000000000000001,0.8931526527070803
M1_N64_depolarizing_iid_p_d0.80000,1,64,depolarizing,iid_p,0.8,0.6000000000000001,0.5999999999999998,0.887361899318528,0.3999999999999999,0.1126381006814717,0.52,0.8000984820873152,0.2815952517036795,6,False,0.1999999999999998,0.7747237986370562
M1_N64_depolarizing_iid_p_d0.90000,1,64,depolarizing,iid_p,0.9,0.675,0.5499999999999998,0.7496215768228256,0.4499999999999999,0.250378423177174,0.5049999999999998,0.6246218632310279,0.5563964959492758,6,False,0.0999999999999999,0.4992431536456516
M1_N64_depolarizing_iid_p_d0.95000,1,64,depolarizing,iid_p,0.95,0.7124999999999999,0.525,0.6360602342248238,0.4749999999999998,0.3639397657751759,0.50125,0.537024774674628,0.7661889805793181,6,False,0.0500000000000001,0.2721204684496479
M1_N64_depolarizing_iid_p_d0.99000,1,64,depolarizing,iid_p,0.99,0.7424999999999999,0.505,0.5280565381236652,0.4949999999999998,0.4719434618763345,0.50005,0.5015743386629693,0.9534211351037064,6,False,0.0100000000000001,0.0561130762473307
M1_N128_depolarizing_iid_p_d0.01000,1,128,depolarizing,iid_p,0.01,0.0075,0.995,0.9999601507199264,0.0049999999999998,3.984928007355615e-05,0.99005,0.9999203046157832,0.0079698560147114,7,False,0.99,0.9999203014398528
M1_N128_depolarizing_iid_p_d0.10000,1,128,depolarizing,iid_p,0.1,0.075,0.9499999999999998,0.9995186031305912,0.0499999999999998,0.0004813968694084,0.905,0.9990376697470744,0.0096279373881691,7,False,0.9,0.9990372062611828
M1_N128_depolarizing_iid_p_d0.20000,1,128,depolarizing,iid_p,0.2,0.15,0.8999999999999999,0.9987836892768054,0.0999999999999998,0.0012163107231945,0.8200000000000003,0.9975703373771616,0.012163107231945,7,False,0.8,0.9975673785536108
M1_N128_depolarizing_iid_p_d0.30000,1,128,depolarizing,iid_p,0.3,0.2249999999999999,0.8499999999999999,0.9976202296189508,0.1499999999999998,0.0023797703810489,0.7450000000000001,0.9952517858520348,0.0158651358736598,7,False,0.7000000000000001,0.9952404592379018
M1_N128_depolarizing_iid_p_d0.40000,1,128,depolarizing,iid_p,0.4,0.3,0.7999999999999999,0.995683320578495,0.1999999999999998,0.0043166794215048,0.6800000000000002,0.9914039085994462,0.0215833971075241,7,False,0.6000000000000001,0.99136664115699
M1_N128_depolarizing_iid_p_d0.50000,1,128,depolarizing,iid_p,0.5,0.375,0.75,0.9922296356254652,0.2499999999999998,0.0077703643745347,0.6250000000000002,0.9845800283759564,0.0310814574981388,7,False,0.5000000000000001,0.9844592712509304
M1_N128_depolarizing_iid_p_d0.60000,1,128,depolarizing,iid_p,0.6,0.4499999999999999,0.7,0.9854627249515682,0.2999999999999999,0.0145372750484315,0.5800000000000002,0.9713481146348044,0.0484575834947718,7,False,0.4,0.9709254499031368
M1_N128_depolarizing_iid_p_d0.70000,1,128,depolarizing,iid_p,0.7,0.5249999999999999,0.6499999999999999,0.9703623553407196,0.3499999999999998,0.02963764465928,0.5449999999999999,0.9424814906433392,0.0846789847408003,7,False,0.3000000000000001,0.9407247106814396
M1_N128_depolarizing_iid_p_d0.80000,1,128,depolarizing,iid_p,0.8,0.6000000000000001,0.5999999999999998,0.9303785633654444,0.3999999999999999,0.0696214366345553,0.52,0.870451415609008,0.1740535915863883,7,False,0.1999999999999998,0.8607571267308891
M1_N128_depolarizing_iid_p_d0.90000,1,128,depolarizing,iid_p,0.9,0.675,0.5499999999999998,0.8072980642109314,0.4499999999999999,0.1927019357890683,0.5049999999999998,0.6888642005355716,0.4282265239757075,7,False,0.0999999999999999,0.6145961284218631
M1_N128_depolarizing_iid_p_d0.95000,1,128,depolarizing,iid_p,0.95,0.7124999999999999,0.525,0.6770436449257968,0.4749999999999998,0.3229563550742029,0.50125,0.5626889044172233,0.6799081159456907,7,False,0.0500000000000001,0.3540872898515939
M1_N128_depolarizing_iid_p_d0.99000,1,128,depolarizing,iid_p,0.99,0.7424999999999999,0.505,0.5373694960033045,0.4949999999999998,0.4626305039966951,0.50005,0.5027929584630818,0.9346070787812027,7,False,0.0100000000000001,0.0747389920066094
M1_N256_depolarizing_iid_p_d0.01000,1,256,depolarizing,iid_p,0.01,0.0075,0.995,0.9999800737719662,0.0049999999999998,1.9926228033484428e-05,0.99005,0.9999601483380418,0.003985245606697,8,False,0.99,0.9999601475439328
M1_N256_depolarizing_iid_p_d0.10000,1,256,depolarizing,iid_p,0.1,0.075,0.9499999999999998,0.9997590697665965,0.0499999999999998,0.0002409302334033,0.905,0.9995182556279478,0.0048186046680665,8,False,0.9,0.9995181395331932
M1_N256_depolarizing_iid_p_d0.20000,1,256,depolarizing,iid_p,0.2,0.15,0.8999999999999999,0.999390364328012,0.0999999999999998,0.0006096356719877,0.8200000000000003,0.9987814719673294,0.0060963567198779,8,False,0.8,0.9987807286560242
M1_N256_depolarizing_iid_p_d0.30000,1,256,depolarizing,iid_p,0.3,0.2249999999999999,0.8499999999999999,0.9988044447798364,0.1499999999999998,0.0011955552201632,0.7450000000000001,0.997611748264242,0.0079703681344215,8,False,0.7000000000000001,0.9976088895596732
M1_N256_depolarizing_iid_p_d0.40000,1,256,depolarizing,iid_p,0.4,0.3,0.7999999999999999,0.9978229865252288,0.1999999999999998,0.002177013474771,0.6800000000000002,0.9956554518257964,0.010885067373855,8,False,0.6000000000000001,0.9956459730504578
M1_N256_depolarizing_iid_p_d0.50000,1,256,depolarizing,iid_p,0.5,0.375,0.75,0.9960542065197258,0.2499999999999998,0.0039457934802739,0.6250000000000002,0.99213955161183,0.0157831739210956,8,False,0.5000000000000001,0.992108413039452
M1_N256_depolarizing_iid_p_d0.60000,1,256,depolarizing,iid_p,0.6,0.4499999999999999,0.7,0.9925185169961734,0.2999999999999999,0.0074814830038262,0.5800000000000002,0.9851489791682202,0.0249382766794209,8,False,0.4,0.9850370339923472
M1_N256_depolarizing_iid_p_d0.70000,1,256,depolarizing,iid_p,0.7,0.5249999999999999,0.6499999999999999,0.984290179964534,0.3499999999999998,0.0157098200354656,0.5449999999999999,0.969073956820162,0.0448852001013303,8,False,0.3000000000000001,0.9685803599290684
M1_N256_depolarizing_iid_p_d0.80000,1,256,depolarizing,iid_p,0.8,0.6000000000000001,0.5999999999999998,0.9601868402182644,0.3999999999999999,0.0398131597817354,0.52,0.923543855820141,0.0995328994543386,8,False,0.1999999999999998,0.9203736804365288
M1_N256_depolarizing_iid_p_d0.90000,1,256,depolarizing,iid_p,0.9,0.675,0.5499999999999998,0.8639109220427329,0.4499999999999999,0.1360890779572668,0.5049999999999998,0.7648623183639842,0.3024201732383707,8,False,0.0999999999999999,0.7278218440854661
M1_N256_depolarizing_iid_p_d0.95000,1,256,depolarizing,iid_p,0.95,0.7124999999999999,0.525,0.726588471224632,0.4749999999999998,0.2734115287753677,0.50125,0.6026846705838319,0.5756032184744586,8,False,0.0500000000000001,0.4531769424492643
M1_N256_depolarizing_iid_p_d0.99000,1,256,depolarizing,iid_p,0.99,0.7424999999999999,0.505,0.5497333924714721,0.4949999999999998,0.4502666075285275,0.50005,0.5049468206534429,0.909629510158642,8,False,0.0100000000000001,0.0994667849429446
M1_N512_depolarizing_iid_p_d0.01000,1,512,depolarizing,iid_p,0.01,0.0075,0.995,0.9999900364889244,0.0049999999999998,9.963511075183897e-06,0.99005,0.9999800731763924,0.0019927022150368,9,False,0.99,0.9999800729778494
M1_N512_depolarizing_iid_p_d0.10000,1,512,depolarizing,iid_p,0.1,0.075,0.9499999999999998,0.9998794768289296,0.0499999999999998,0.00012052317107,0.905,0.999758982709529,0.0024104634214006,9,False,0.9,0.9997589536578596
M1_N512_depolarizing_iid_p_d0.20000,1,512,depolarizing,iid_p,0.2,0.15,0.8999999999999999,0.9996948103951352,0.0999999999999998,0.0003051896048645,0.8200000000000003,0.9993898070716604,0.0030518960486458,9,False,0.8,0.9993896207902706
M1_N512_depolarizing_iid_p_d0.30000,1,512,depolarizing,iid_p,0.3,0.2249999999999999,0.8499999999999999,0.999400792184223,0.1499999999999998,0.0005992078157768,0.7450000000000001,0.9988023024684592,0.0039947187718455,9,False,0.7000000000000001,0.998801584368446
M1_N512_depolarizing_iid_p_d0.40000,1,512,depolarizing,iid_p,0.4,0.3,0.7999999999999999,0.9989067487273696,0.1999999999999998,0.0010932512726303,0.6800000000000002,0.9978158878514296,0.0054662563631516,9,False,0.6000000000000001,0.9978134974547392
M1_N512_depolarizing_iid_p_d0.50000,1,512,depolarizing,iid_p,0.5,0.375,0.75,0.9980115033792396,0.2499999999999998,0.0019884966207601,0.6250000000000002,0.996030914996101,0.0079539864830406,9,False,0.5000000000000001,0.9960230067584794
M1_N512_depolarizing_iid_p_d0.60000,1,512,depolarizing,iid_p,0.6,0.4499999999999999,0.7,0.9962030781211588,0.2999999999999999,0.0037969218788409,0.5800000000000002,0.992434989473826,0.0126564062628031,9,False,0.4,0.992406156242318
M1_N512_depolarizing_iid_p_d0.70000,1,512,depolarizing,iid_p,0.7,0.5249999999999999,0.6499999999999999,0.9918963843761454,0.3499999999999998,0.0081036156238542,0.5449999999999999,0.9839241059246496,0.0231531874967264,9,False,0.3000000000000001,0.9837927687522912
M1_N512_depolarizing_iid_p_d0.80000,1,512,depolarizing,iid_p,0.8,0.6000000000000001,0.5999999999999998,0.9784781369302906,0.3999999999999999,0.0215218630697091,0.52,0.957882655040564,0.0538046576742729,9,False,0.1999999999999998,0.9569562738605816
M1_N512_depolarizing_iid_p_d0.90000,1,512,depolarizing,iid_p,0.9,0.675,0.5499999999999998,0.912395820632712,0.4499999999999999,0.0876041793672877,0.5049999999999998,0.8401406257506561,0.1946759541495283,9,False,0.0999999999999999,0.8247916412654243
M1_N512_depolarizing_iid_p_d0.95000,1,512,depolarizing,iid_p,0.95,0.7124999999999999,0.525,0.782761138711197,0.4749999999999998,0.2172388612888026,0.50125,0.6599077231305058,0.4573449711343215,9,False,0.0500000000000001,0.5655222774223945
M1_N512_depolarizing_iid_p_d0.99000,1,512,depolarizing,iid_p,0.99,0.7424999999999999,0.505,0.5660932224168269,0.4949999999999998,0.4339067775831728,0.50005,0.5087366280988803,0.8765793486528749,9,False,0.0100000000000001,0.132186444833654
