noise_type,dimension,N,physical_error_rate,iterations,logical_errors,fidelities,purities,total_swap_operations,total_amplification_iterations,memory_levels_used,final_error_reduction_ratio,convergence_achieved,noise_model_name
depolarizing,3,8,0.2,"[0, 1, 2, 3]","[0.1333333333333333, 0.08080808080808073, 0.045489676493319996, 0.02433122376564441]","[0.8666666666666667, 0.9191919191919192, 0.95451032350668, 0.9756687762343556]","[0.8, 0.8787878787878789, 0.93176548526002, 0.9635031643515334]",7,0,3,0.18248417824233312,True,Depolarizing_d3_delta0.200
depolarizing,3,8,0.5,"[0, 1, 2, 3]","[0.3333333333333333, 0.2592592592592593, 0.18508885999133065, 0.12028117260155231]","[0.6666666666666666, 0.7407407407407407, 0.8149111400086694, 0.8797188273984476]","[0.5, 0.611111111111111, 0.722366710013004, 0.8195782410976715]",7,0,3,0.36084351780465695,True,Depolarizing_d3_delta0.500
depolarizing,3,8,0.7,"[0, 1, 2, 3]","[0.4666666666666666, 0.41307814992025516, 0.3485781280160684, 0.27562482882309897]","[0.5333333333333333, 0.5869218500797448, 0.6514218719839315, 0.724375171176901]","[0.30000000000000004, 0.38038277511961727, 0.47713280797589736, 0.5865627567653515]",7,0,3,0.590624633192355,True,Depolarizing_d3_delta0.700
depolarizing,3,8,0.8,"[0, 1, 2, 3]","[0.5333333333333333, 0.49673202614379086, 0.45044374107863216, 0.3932372779824493]","[0.4666666666666666, 0.5032679738562091, 0.5495562589213678, 0.6067627220175507]","[0.19999999999999996, 0.25490196078431365, 0.3243343883820517, 0.41014408302632605]",7,0,3,0.7373198962170924,True,Depolarizing_d3_delta0.800
depolarizing,3,8,0.9,"[0, 1, 2, 3]","[0.6, 0.582089552238806, 0.5591282008784287, 0.5296889804138605]","[0.39999999999999997, 0.417910447761194, 0.4408717991215712, 0.4703110195861395]","[0.09999999999999998, 0.12686567164179102, 0.16130769868235684, 0.2054665293792093]",7,0,3,0.8828149673564342,True,Depolarizing_d3_delta0.900
depolarizing,3,8,0.95,"[0, 1, 2, 3]","[0.6333333333333333, 0.6246358718268831, 0.613571225197804, 0.599453360734684]","[0.3666666666666667, 0.375364128173117, 0.38642877480219595, 0.40054663926531603]","[0.050000000000000044, 0.06304619225967546, 0.0796431622032939, 0.10081995889797402]",7,0,3,0.9465053064231853,True,Depolarizing_d3_delta0.950
depolarizing,3,16,0.1,"[0, 1, 2, 3, 4]","[0.06666666666666665, 0.03677342823250296, 0.01941920073609597, 0.00999514756656709, 0.00507287355035609]","[0.9333333333333333, 0.963226571767497, 0.9805807992639041, 0.990004852433433, 0.9949271264496439]","[0.9, 0.9448398576512456, 0.970871198895856, 0.9850072786501494, 0.9923906896744659]",15,0,4,0.07609310325534137,True,Depolarizing_d3_delta0.100
depolarizing,3,16,0.2,"[0, 1, 2, 3, 4]","[0.1333333333333333, 0.08080808080808073, 0.045489676493319996, 0.02433122376564441, 0.012614950049995688]","[0.8666666666666667, 0.9191919191919192, 0.95451032350668, 0.9756687762343556, 0.9873850499500043]","[0.8, 0.8787878787878789, 0.93176548526002, 0.9635031643515334, 0.9810775749250065]",15,0,4,0.09461212537496769,True,Depolarizing_d3_delta0.200
depolarizing,3,16,0.5,"[0, 1, 2, 3, 4]","[0.3333333333333333, 0.2592592592592593, 0.18508885999133065, 0.12028117260155231, 0.07159180342659936]","[0.6666666666666666, 0.7407407407407407, 0.8149111400086694, 0.8797188273984476, 0.9284081965734007]","[0.5, 0.611111111111111, 0.722366710013004, 0.8195782410976715, 0.892612294860101]",15,0,4,0.2147754102797981,True,Depolarizing_d3_delta0.500
depolarizing,3,16,0.7,"[0, 1, 2, 3, 4]","[0.4666666666666666, 0.41307814992025516, 0.3485781280160684, 0.27562482882309897, 0.2006837953095637]","[0.5333333333333333, 0.5869218500797448, 0.6514218719839315, 0.724375171176901, 0.7993162046904363]","[0.30000000000000004, 0.38038277511961727, 0.47713280797589736, 0.5865627567653515, 0.6989743070356544]",15,0,4,0.4300367042347794,True,Depolarizing_d3_delta0.700
depolarizing,3,16,0.8,"[0, 1, 2, 3, 4]","[0.5333333333333333, 0.49673202614379086, 0.45044374107863216, 0.3932372779824493, 0.32553577620239654]","[0.4666666666666666, 0.5032679738562091, 0.5495562589213678, 0.6067627220175507, 0.6744642237976034]","[0.19999999999999996, 0.25490196078431365, 0.3243343883820517, 0.41014408302632605, 0.5116963356964052]",15,0,4,0.6103795803794936,True,Depolarizing_d3_delta0.800
depolarizing,3,16,0.9,"[0, 1, 2, 3, 4]","[0.6, 0.582089552238806, 0.5591282008784287, 0.5296889804138605, 0.49209341184452526]","[0.39999999999999997, 0.417910447761194, 0.4408717991215712, 0.4703110195861395, 0.5079065881554747]","[0.09999999999999998, 0.12686567164179102, 0.16130769868235684, 0.2054665293792093, 0.26185988223321216]",15,0,4,0.8201556864075421,True,Depolarizing_d3_delta0.900
depolarizing,3,16,0.95,"[0, 1, 2, 3, 4]","[0.6333333333333333, 0.6246358718268831, 0.613571225197804, 0.599453360734684, 0.5813893313015082]","[0.3666666666666667, 0.375364128173117, 0.38642877480219595, 0.40054663926531603, 0.41861066869849184]","[0.050000000000000044, 0.06304619225967546, 0.0796431622032939, 0.10081995889797402, 0.1279160030477378]",15,0,4,0.9179831546865919,True,Depolarizing_d3_delta0.950
depolarizing,3,32,0.1,"[0, 1, 2, 3, 4, 5]","[0.06666666666666665, 0.03677342823250296, 0.01941920073609597, 0.00999514756656709, 0.00507287355035609, 0.0025557861385566336]","[0.9333333333333333, 0.963226571767497, 0.9805807992639041, 0.990004852433433, 0.9949271264496439, 0.9974442138614433]","[0.9, 0.9448398576512456, 0.970871198895856, 0.9850072786501494, 0.9923906896744659, 0.996166320792165]",31,0,5,0.038336792078349516,True,Depolarizing_d3_delta0.100
depolarizing,3,32,0.2,"[0, 1, 2, 3, 4, 5]","[0.1333333333333333, 0.08080808080808073, 0.045489676493319996, 0.02433122376564441, 0.012614950049995688, 0.0064275756634645615]","[0.8666666666666667, 0.9191919191919192, 0.95451032350668, 0.9756687762343556, 0.9873850499500043, 0.9935724243365355]","[0.8, 0.8787878787878789, 0.93176548526002, 0.9635031643515334, 0.9810775749250065, 0.9903586365048032]",31,0,5,0.04820681747598422,True,Depolarizing_d3_delta0.200
depolarizing,3,32,0.5,"[0, 1, 2, 3, 4, 5]","[0.3333333333333333, 0.2592592592592593, 0.18508885999133065, 0.12028117260155231, 0.07159180342659936, 0.03977169144635543]","[0.6666666666666666, 0.7407407407407407, 0.8149111400086694, 0.8797188273984476, 0.9284081965734007, 0.9602283085536446]","[0.5, 0.611111111111111, 0.722366710013004, 0.8195782410976715, 0.892612294860101, 0.9403424628304669]",31,0,5,0.1193150743390663,True,Depolarizing_d3_delta0.500
depolarizing,3,32,0.7,"[0, 1, 2, 3, 4, 5]","[0.4666666666666666, 0.41307814992025516, 0.3485781280160684, 0.27562482882309897, 0.2006837953095637, 0.13310127376169603]","[0.5333333333333333, 0.5869218500797448, 0.6514218719839315, 0.724375171176901, 0.7993162046904363, 0.866898726238304]","[0.30000000000000004, 0.38038277511961727, 0.47713280797589736, 0.5865627567653515, 0.6989743070356544, 0.8003480893574559]",31,0,5,0.2852170152036344,True,Depolarizing_d3_delta0.700
depolarizing,3,32,0.8,"[0, 1, 2, 3, 4, 5]","[0.5333333333333333, 0.49673202614379086, 0.45044374107863216, 0.3932372779824493, 0.32553577620239654, 0.25102816404180955]","[0.4666666666666666, 0.5032679738562091, 0.5495562589213678, 0.6067627220175507, 0.6744642237976034, 0.7489718359581904]","[0.19999999999999996, 0.25490196078431365, 0.3243343883820517, 0.41014408302632605, 0.5116963356964052, 0.6234577539372856]",31,0,5,0.4706778075783929,True,Depolarizing_d3_delta0.800
depolarizing,3,32,0.9,"[0, 1, 2, 3, 4, 5]","[0.6, 0.582089552238806, 0.5591282008784287, 0.5296889804138605, 0.49209341184452526, 0.44463411747986586]","[0.39999999999999997, 0.417910447761194, 0.4408717991215712, 0.4703110195861395, 0.5079065881554747, 0.5553658825201341]","[0.09999999999999998, 0.12686567164179102, 0.16130769868235684, 0.2054665293792093, 0.26185988223321216, 0.3330488237802011]",31,0,5,0.7410568624664431,True,Depolarizing_d3_delta0.900
depolarizing,3,32,0.95,"[0, 1, 2, 3, 4, 5]","[0.6333333333333333, 0.6246358718268831, 0.613571225197804, 0.599453360734684, 0.5813893313015082, 0.5582300606783083]","[0.3666666666666667, 0.375364128173117, 0.38642877480219595, 0.40054663926531603, 0.41861066869849184, 0.44176993932169173]","[0.050000000000000044, 0.06304619225967546, 0.0796431622032939, 0.10081995889797402, 0.1279160030477378, 0.16265490898253762]",31,0,5,0.8814158852815395,True,Depolarizing_d3_delta0.950
depolarizing,3,64,0.1,"[0, 1, 2, 3, 4, 5, 6]","[0.06666666666666665, 0.03677342823250296, 0.01941920073609597, 0.00999514756656709, 0.00507287355035609, 0.0025557861385566336, 0.0012827983537557024]","[0.9333333333333333, 0.963226571767497, 0.9805807992639041, 0.990004852433433, 0.9949271264496439, 0.9974442138614433, 0.9987172016462443]","[0.9, 0.9448398576512456, 0.970871198895856, 0.9850072786501494, 0.9923906896744659, 0.996166320792165, 0.9980758024693664]",63,0,6,0.01924197530633554,True,Depolarizing_d3_delta0.100
depolarizing,3,64,0.2,"[0, 1, 2, 3, 4, 5, 6]","[0.1333333333333333, 0.08080808080808073, 0.045489676493319996, 0.02433122376564441, 0.012614950049995688, 0.0064275756634645615, 0.003244872383388738]","[0.8666666666666667, 0.9191919191919192, 0.95451032350668, 0.9756687762343556, 0.9873850499500043, 0.9935724243365355, 0.9967551276166112]","[0.8, 0.8787878787878789, 0.93176548526002, 0.9635031643515334, 0.9810775749250065, 0.9903586365048032, 0.9951326914249169]",63,0,6,0.02433654287541554,True,Depolarizing_d3_delta0.200
depolarizing,3,64,0.5,"[0, 1, 2, 3, 4, 5, 6]","[0.3333333333333333, 0.2592592592592593, 0.18508885999133065, 0.12028117260155231, 0.07159180342659936, 0.03977169144635543, 0.021095260615772604]","[0.6666666666666666, 0.7407407407407407, 0.8149111400086694, 0.8797188273984476, 0.9284081965734007, 0.9602283085536446, 0.9789047393842274]","[0.5, 0.611111111111111, 0.722366710013004, 0.8195782410976715, 0.892612294860101, 0.9403424628304669, 0.9683571090763411]",63,0,6,0.06328578184731781,True,Depolarizing_d3_delta0.500
depolarizing,3,64,0.7,"[0, 1, 2, 3, 4, 5, 6]","[0.4666666666666666, 0.41307814992025516, 0.3485781280160684, 0.27562482882309897, 0.2006837953095637, 0.13310127376169603, 0.08064164768193945]","[0.5333333333333333, 0.5869218500797448, 0.6514218719839315, 0.724375171176901, 0.7993162046904363, 0.866898726238304, 0.9193583523180605]","[0.30000000000000004, 0.38038277511961727, 0.47713280797589736, 0.5865627567653515, 0.6989743070356544, 0.8003480893574559, 0.8790375284770908]",63,0,6,0.17280353074701313,True,Depolarizing_d3_delta0.700
depolarizing,3,64,0.8,"[0, 1, 2, 3, 4, 5, 6]","[0.5333333333333333, 0.49673202614379086, 0.45044374107863216, 0.3932372779824493, 0.32553577620239654, 0.25102816404180955, 0.17742021875601025]","[0.4666666666666666, 0.5032679738562091, 0.5495562589213678, 0.6067627220175507, 0.6744642237976034, 0.7489718359581904, 0.8225797812439898]","[0.19999999999999996, 0.25490196078431365, 0.3243343883820517, 0.41014408302632605, 0.5116963356964052, 0.6234577539372856, 0.7338696718659846]",63,0,6,0.3326629101675192,True,Depolarizing_d3_delta0.800
depolarizing,3,64,0.9,"[0, 1, 2, 3, 4, 5, 6]","[0.6, 0.582089552238806, 0.5591282008784287, 0.5296889804138605, 0.49209341184452526, 0.44463411747986586, 0.38619427235649323]","[0.39999999999999997, 0.417910447761194, 0.4408717991215712, 0.4703110195861395, 0.5079065881554747, 0.5553658825201341, 0.6138057276435068]","[0.09999999999999998, 0.12686567164179102, 0.16130769868235684, 0.2054665293792093, 0.26185988223321216, 0.3330488237802011, 0.42070859146526024]",63,0,6,0.6436571205941554,True,Depolarizing_d3_delta0.900
depolarizing,3,64,0.95,"[0, 1, 2, 3, 4, 5, 6]","[0.6333333333333333, 0.6246358718268831, 0.613571225197804, 0.599453360734684, 0.5813893313015082, 0.5582300606783083, 0.5285386724980807]","[0.3666666666666667, 0.375364128173117, 0.38642877480219595, 0.40054663926531603, 0.41861066869849184, 0.44176993932169173, 0.47146132750191927]","[0.050000000000000044, 0.06304619225967546, 0.0796431622032939, 0.10081995889797402, 0.1279160030477378, 0.16265490898253762, 0.20719199125287893]",63,0,6,0.8345347460496012,True,Depolarizing_d3_delta0.950
depolarizing,3,128,0.1,"[0, 1, 2, 3, 4, 5, 6, 7]","[0.06666666666666665, 0.03677342823250296, 0.01941920073609597, 0.00999514756656709, 0.00507287355035609, 0.0025557861385566336, 0.0012827983537557024, 0.0006426341466819382]","[0.9333333333333333, 0.963226571767497, 0.9805807992639041, 0.990004852433433, 0.9949271264496439, 0.9974442138614433, 0.9987172016462443, 0.999357365853318]","[0.9, 0.9448398576512456, 0.970871198895856, 0.9850072786501494, 0.9923906896744659, 0.996166320792165, 0.9980758024693664, 0.9990360487799771]",127,0,7,0.009639512200229076,True,Depolarizing_d3_delta0.100
depolarizing,3,128,0.2,"[0, 1, 2, 3, 4, 5, 6, 7]","[0.1333333333333333, 0.08080808080808073, 0.045489676493319996, 0.02433122376564441, 0.012614950049995688, 0.0064275756634645615, 0.003244872383388738, 0.0016303458805392672]","[0.8666666666666667, 0.9191919191919192, 0.95451032350668, 0.9756687762343556, 0.9873850499500043, 0.9935724243365355, 0.9967551276166112, 0.9983696541194608]","[0.8, 0.8787878787878789, 0.93176548526002, 0.9635031643515334, 0.9810775749250065, 0.9903586365048032, 0.9951326914249169, 0.9975544811791911]",127,0,7,0.012227594104044507,True,Depolarizing_d3_delta0.200
depolarizing,3,128,0.5,"[0, 1, 2, 3, 4, 5, 6, 7]","[0.3333333333333333, 0.2592592592592593, 0.18508885999133065, 0.12028117260155231, 0.07159180342659936, 0.03977169144635543, 0.021095260615772604, 0.010884869055644822]","[0.6666666666666666, 0.7407407407407407, 0.8149111400086694, 0.8797188273984476, 0.9284081965734007, 0.9602283085536446, 0.9789047393842274, 0.9891151309443552]","[0.5, 0.611111111111111, 0.722366710013004, 0.8195782410976715, 0.892612294860101, 0.9403424628304669, 0.9683571090763411, 0.9836726964165328]",127,0,7,0.03265460716693447,True,Depolarizing_d3_delta0.500
depolarizing,3,128,0.7,"[0, 1, 2, 3, 4, 5, 6, 7]","[0.4666666666666666, 0.41307814992025516, 0.3485781280160684, 0.27562482882309897, 0.2006837953095637, 0.13310127376169603, 0.08064164768193945, 0.04538517019519742]","[0.5333333333333333, 0.5869218500797448, 0.6514218719839315, 0.724375171176901, 0.7993162046904363, 0.866898726238304, 0.9193583523180605, 0.9546148298048026]","[0.30000000000000004, 0.38038277511961727, 0.47713280797589736, 0.5865627567653515, 0.6989743070356544, 0.8003480893574559, 0.8790375284770908, 0.9319222447072039]",127,0,7,0.09725393613256592,True,Depolarizing_d3_delta0.700
depolarizing,3,128,0.8,"[0, 1, 2, 3, 4, 5, 6, 7]","[0.5333333333333333, 0.49673202614379086, 0.45044374107863216, 0.3932372779824493, 0.32553577620239654, 0.25102816404180955, 0.17742021875601025, 0.11413488070237883]","[0.4666666666666666, 0.5032679738562091, 0.5495562589213678, 0.6067627220175507, 0.6744642237976034, 0.7489718359581904, 0.8225797812439898, 0.8858651192976211]","[0.19999999999999996, 0.25490196078431365, 0.3243343883820517, 0.41014408302632605, 0.5116963356964052, 0.6234577539372856, 0.7338696718659846, 0.8287976789464317]",127,0,7,0.21400290131696031,True,Depolarizing_d3_delta0.800
depolarizing,3,128,0.9,"[0, 1, 2, 3, 4, 5, 6, 7]","[0.6, 0.582089552238806, 0.5591282008784287, 0.5296889804138605, 0.49209341184452526, 0.44463411747986586, 0.38619427235649323, 0.3174792281513128]","[0.39999999999999997, 0.417910447761194, 0.4408717991215712, 0.4703110195861395, 0.5079065881554747, 0.5553658825201341, 0.6138057276435068, 0.6825207718486872]","[0.09999999999999998, 0.12686567164179102, 0.16130769868235684, 0.2054665293792093, 0.26185988223321216, 0.3330488237802011, 0.42070859146526024, 0.5237811577730308]",127,0,7,0.5291320469188547,True,Depolarizing_d3_delta0.900
depolarizing,3,128,0.95,"[0, 1, 2, 3, 4, 5, 6, 7]","[0.6333333333333333, 0.6246358718268831, 0.613571225197804, 0.599453360734684, 0.5813893313015082, 0.5582300606783083, 0.5285386724980807, 0.4906304085390083]","[0.3666666666666667, 0.375364128173117, 0.38642877480219595, 0.40054663926531603, 0.41861066869849184, 0.44176993932169173, 0.47146132750191927, 0.5093695914609917]","[0.050000000000000044, 0.06304619225967546, 0.0796431622032939, 0.10081995889797402, 0.1279160030477378, 0.16265490898253762, 0.20719199125287893, 0.2640543871914875]",127,0,7,0.7746795924300132,True,Depolarizing_d3_delta0.950
depolarizing,3,256,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0.06666666666666665, 0.03677342823250296, 0.01941920073609597, 0.00999514756656709, 0.00507287355035609, 0.0025557861385566336, 0.0012827983537557024, 0.0006426341466819382, 0.0003216269068166966]","[0.9333333333333333, 0.963226571767497, 0.9805807992639041, 0.990004852433433, 0.9949271264496439, 0.9974442138614433, 0.9987172016462443, 0.999357365853318, 0.9996783730931833]","[0.9, 0.9448398576512456, 0.970871198895856, 0.9850072786501494, 0.9923906896744659, 0.996166320792165, 0.9980758024693664, 0.9990360487799771, 0.999517559639775]",255,0,8,0.00482440360225045,True,Depolarizing_d3_delta0.100
depolarizing,3,256,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0.1333333333333333, 0.08080808080808073, 0.045489676493319996, 0.02433122376564441, 0.012614950049995688, 0.0064275756634645615, 0.003244872383388738, 0.0016303458805392672, 0.0008171680847712803]","[0.8666666666666667, 0.9191919191919192, 0.95451032350668, 0.9756687762343556, 0.9873850499500043, 0.9935724243365355, 0.9967551276166112, 0.9983696541194608, 0.9991828319152287]","[0.8, 0.8787878787878789, 0.93176548526002, 0.9635031643515334, 0.9810775749250065, 0.9903586365048032, 0.9951326914249169, 0.9975544811791911, 0.9987742478728431]",255,0,8,0.006128760635784604,True,Depolarizing_d3_delta0.200
depolarizing,3,256,0.5,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0.3333333333333333, 0.2592592592592593, 0.18508885999133065, 0.12028117260155231, 0.07159180342659936, 0.03977169144635543, 0.021095260615772604, 0.010884869055644822, 0.00553177572063257]","[0.6666666666666666, 0.7407407407407407, 0.8149111400086694, 0.8797188273984476, 0.9284081965734007, 0.9602283085536446, 0.9789047393842274, 0.9891151309443552, 0.9944682242793674]","[0.5, 0.611111111111111, 0.722366710013004, 0.8195782410976715, 0.892612294860101, 0.9403424628304669, 0.9683571090763411, 0.9836726964165328, 0.9917023364190511]",255,0,8,0.01659532716189771,True,Depolarizing_d3_delta0.500
depolarizing,3,256,0.7,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0.4666666666666666, 0.41307814992025516, 0.3485781280160684, 0.27562482882309897, 0.2006837953095637, 0.13310127376169603, 0.08064164768193945, 0.04538517019519742, 0.02427161357801344]","[0.5333333333333333, 0.5869218500797448, 0.6514218719839315, 0.724375171176901, 0.7993162046904363, 0.866898726238304, 0.9193583523180605, 0.9546148298048026, 0.9757283864219866]","[0.30000000000000004, 0.38038277511961727, 0.47713280797589736, 0.5865627567653515, 0.6989743070356544, 0.8003480893574559, 0.8790375284770908, 0.9319222447072039, 0.9635925796329798]",255,0,8,0.05201060052431452,True,Depolarizing_d3_delta0.700
depolarizing,3,256,0.8,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0.5333333333333333, 0.49673202614379086, 0.45044374107863216, 0.3932372779824493, 0.32553577620239654, 0.25102816404180955, 0.17742021875601025, 0.11413488070237883, 0.06735346407215632]","[0.4666666666666666, 0.5032679738562091, 0.5495562589213678, 0.6067627220175507, 0.6744642237976034, 0.7489718359581904, 0.8225797812439898, 0.8858651192976211, 0.9326465359278436]","[0.19999999999999996, 0.25490196078431365, 0.3243343883820517, 0.41014408302632605, 0.5116963356964052, 0.6234577539372856, 0.7338696718659846, 0.8287976789464317, 0.8989698038917655]",255,0,8,0.12628774513529312,True,Depolarizing_d3_delta0.800
depolarizing,3,256,0.9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0.6, 0.582089552238806, 0.5591282008784287, 0.5296889804138605, 0.49209341184452526, 0.44463411747986586, 0.38619427235649323, 0.3174792281513128, 0.2426251183063913]","[0.39999999999999997, 0.417910447761194, 0.4408717991215712, 0.4703110195861395, 0.5079065881554747, 0.5553658825201341, 0.6138057276435068, 0.6825207718486872, 0.7573748816936087]","[0.09999999999999998, 0.12686567164179102, 0.16130769868235684, 0.2054665293792093, 0.26185988223321216, 0.3330488237802011, 0.42070859146526024, 0.5237811577730308, 0.6360623225404131]",255,0,8,0.40437519717731885,True,Depolarizing_d3_delta0.900
depolarizing,3,256,0.95,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0.6333333333333333, 0.6246358718268831, 0.613571225197804, 0.599453360734684, 0.5813893313015082, 0.5582300606783083, 0.5285386724980807, 0.4906304085390083, 0.44280490664176025]","[0.3666666666666667, 0.375364128173117, 0.38642877480219595, 0.40054663926531603, 0.41861066869849184, 0.44176993932169173, 0.47146132750191927, 0.5093695914609917, 0.5571950933582398]","[0.050000000000000044, 0.06304619225967546, 0.0796431622032939, 0.10081995889797402, 0.1279160030477378, 0.16265490898253762, 0.20719199125287893, 0.2640543871914875, 0.3357926400373597]",255,0,8,0.6991656420659372,True,Depolarizing_d3_delta0.950
depolarizing,3,1024,0.1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.06666666666666665, 0.03677342823250296, 0.01941920073609597, 0.00999514756656709, 0.00507287355035609, 0.0025557861385566336, 0.0012827983537557024, 0.0006426341466819382, 0.0003216269068166966, 0.00016089104878314053, 8.046494040040801e-05]","[0.9333333333333333, 0.963226571767497, 0.9805807992639041, 0.990004852433433, 0.9949271264496439, 0.9974442138614433, 0.9987172016462443, 0.999357365853318, 0.9996783730931833, 0.9998391089512169, 0.9999195350595996]","[0.9, 0.9448398576512456, 0.970871198895856, 0.9850072786501494, 0.9923906896744659, 0.996166320792165, 0.9980758024693664, 0.9990360487799771, 0.999517559639775, 0.9997586634268253, 0.9998793025893994]",1023,0,10,0.0012069741060061205,True,Depolarizing_d3_delta0.100
depolarizing,3,1024,0.2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.1333333333333333, 0.08080808080808073, 0.045489676493319996, 0.02433122376564441, 0.012614950049995688, 0.0064275756634645615, 0.003244872383388738, 0.0016303458805392672, 0.0008171680847712803, 0.0004090850696891006, 0.0002046680734576848]","[0.8666666666666667, 0.9191919191919192, 0.95451032350668, 0.9756687762343556, 0.9873850499500043, 0.9935724243365355, 0.9967551276166112, 0.9983696541194608, 0.9991828319152287, 0.9995909149303109, 0.9997953319265424]","[0.8, 0.8787878787878789, 0.93176548526002, 0.9635031643515334, 0.9810775749250065, 0.9903586365048032, 0.9951326914249169, 0.9975544811791911, 0.9987742478728431, 0.9993863723954663, 0.9996929978898135]",1023,0,10,0.0015350105509326364,True,Depolarizing_d3_delta0.200
depolarizing,3,1024,0.5,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.3333333333333333, 0.2592592592592593, 0.18508885999133065, 0.12028117260155231, 0.07159180342659936, 0.03977169144635543, 0.021095260615772604, 0.010884869055644822, 0.00553177572063257, 0.0027889015675246487, 0.0014002923858043026]","[0.6666666666666666, 0.7407407407407407, 0.8149111400086694, 0.8797188273984476, 0.9284081965734007, 0.9602283085536446, 0.9789047393842274, 0.9891151309443552, 0.9944682242793674, 0.9972110984324754, 0.9985997076141957]","[0.5, 0.611111111111111, 0.722366710013004, 0.8195782410976715, 0.892612294860101, 0.9403424628304669, 0.9683571090763411, 0.9836726964165328, 0.9917023364190511, 0.995816647648713, 0.9978995614212935]",1023,0,10,0.004200877157412908,True,Depolarizing_d3_delta0.500
depolarizing,3,1024,0.7,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.4666666666666666, 0.41307814992025516, 0.3485781280160684, 0.27562482882309897, 0.2006837953095637, 0.13310127376169603, 0.08064164768193945, 0.04538517019519742, 0.02427161357801344, 0.012582933125561283, 0.00641095646471405]","[0.5333333333333333, 0.5869218500797448, 0.6514218719839315, 0.724375171176901, 0.7993162046904363, 0.866898726238304, 0.9193583523180605, 0.9546148298048026, 0.9757283864219866, 0.9874170668744388, 0.993589043535286]","[0.30000000000000004, 0.38038277511961727, 0.47713280797589736, 0.5865627567653515, 0.6989743070356544, 0.8003480893574559, 0.8790375284770908, 0.9319222447072039, 0.9635925796329798, 0.9811256003116581, 0.9903835653029289]",1023,0,10,0.01373776385295868,True,Depolarizing_d3_delta0.700
depolarizing,3,1024,0.8,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.5333333333333333, 0.49673202614379086, 0.45044374107863216, 0.3932372779824493, 0.32553577620239654, 0.25102816404180955, 0.17742021875601025, 0.11413488070237883, 0.06735346407215632, 0.03718914066744161, 0.019650739283400886]","[0.4666666666666666, 0.5032679738562091, 0.5495562589213678, 0.6067627220175507, 0.6744642237976034, 0.7489718359581904, 0.8225797812439898, 0.8858651192976211, 0.9326465359278436, 0.9628108593325584, 0.9803492607165991]","[0.19999999999999996, 0.25490196078431365, 0.3243343883820517, 0.41014408302632605, 0.5116963356964052, 0.6234577539372856, 0.7338696718659846, 0.8287976789464317, 0.8989698038917655, 0.9442162889988376, 0.9705238910748987]",1023,0,10,0.03684513615637666,True,Depolarizing_d3_delta0.800
depolarizing,3,1024,0.9,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.6, 0.582089552238806, 0.5591282008784287, 0.5296889804138605, 0.49209341184452526, 0.44463411747986586, 0.38619427235649323, 0.3174792281513128, 0.2426251183063913, 0.1697130849642249, 0.10806243001618765]","[0.39999999999999997, 0.417910447761194, 0.4408717991215712, 0.4703110195861395, 0.5079065881554747, 0.5553658825201341, 0.6138057276435068, 0.6825207718486872, 0.7573748816936087, 0.8302869150357751, 0.8919375699838124]","[0.09999999999999998, 0.12686567164179102, 0.16130769868235684, 0.2054665293792093, 0.26185988223321216, 0.3330488237802011, 0.42070859146526024, 0.5237811577730308, 0.6360623225404131, 0.7454303725536626, 0.8379063549757185]",1023,0,10,0.18010405002697943,True,Depolarizing_d3_delta0.900
depolarizing,3,1024,0.95,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0.6333333333333333, 0.6246358718268831, 0.613571225197804, 0.599453360734684, 0.5813893313015082, 0.5582300606783083, 0.5285386724980807, 0.4906304085390083, 0.44280490664176025, 0.3839838728635698, 0.314964500472857]","[0.3666666666666667, 0.375364128173117, 0.38642877480219595, 0.40054663926531603, 0.41861066869849184, 0.44176993932169173, 0.47146132750191927, 0.5093695914609917, 0.5571950933582398, 0.6160161271364302, 0.6850354995271429]","[0.050000000000000044, 0.06304619225967546, 0.0796431622032939, 0.10081995889797402, 0.1279160030477378, 0.16265490898253762, 0.20719199125287893, 0.2640543871914875, 0.3357926400373597, 0.4240241907046453, 0.5275532492907145]",1023,0,10,0.49731236916766897,True,Depolarizing_d3_delta0.950
depolarizing,4,8,0.1,"[0, 1, 2, 3]","[0.07499999999999998, 0.041386271870794106, 0.021858279639046047, 0.011251116871142247]","[0.925, 0.9586137281292059, 0.9781417203609539, 0.9887488831288578]","[0.9, 0.9448183041722745, 0.9708556271479386, 0.984998510838477]",7,0,3,0.15001489161523,True,Depolarizing_d4_delta0.100
